place_id,name,halal_status,url,outlet_label,outlet_address,scraped_at,postal_code,latitude,longitude
1443,Fusion Western,Halal Certified,https://www.halaltag.com/place/1443,Clementi Central,"Blk 449 Clementi Ave 3, Singapore 120449",2025-09-13T21:07:06.284717,120449,,
504,Frozilicious,Halal - Muslim Owned,https://www.halaltag.com/place/504,Grand Mercure Roxy,"50 East Coast Road, #02-111,  Singapore 428769",2025-09-13T21:07:06.939685,428769,,
2427,Fried Item @Cantine,Halal Certified,https://www.halaltag.com/place/2427,Causeway Point,"1 Woodlands Square, #07-03,  Singapore 738099",2025-09-13T21:07:07.623676,738099,,
2489,Foodgle Foodcourt,Halal,https://www.halaltag.com/place/2489,ITE College West,"1 Choa Chu Kang Grove, (Blk 1 Level 3),  Singapore 688236",2025-09-13T21:07:08.289777,688236,,
2489,Foodgle Foodcourt,Halal,https://www.halaltag.com/place/2489,Singapore Institute of Technology (SIT) - Campus Court,"1 Punggol Coast Road, #01-10,  Singapore 828608",2025-09-13T21:07:08.289777,828608,,
2054,Fat Baby Noodle Bowl,Halal - Muslim Owned,https://www.halaltag.com/place/2054,,,2025-09-13T21:07:08.938367,,,
2071,Flips N Dips,Halal - Muslim Owned,https://www.halaltag.com/place/2071,MacPherson,"1 Kampong Ampat, #01-08,  Singapore 368314",2025-09-13T21:07:09.574029,368314,,
2071,Flips N Dips,Halal - Muslim Owned,https://www.halaltag.com/place/2071,Paya Lebar Square,"60 Paya Lebar Road, #B1,  Singapore 409051",2025-09-13T21:07:09.574029,409051,,
562,Fyeeza's Pastries,Halal - Muslim Owned,https://www.halaltag.com/place/562,Sembawang (Others),"Blk 590A Montreal Link,  #01-25,  Singapore 751590",2025-09-13T21:07:10.229518,751590,,
1031,Fusion Spoon,Halal Certified,https://www.halaltag.com/place/1031,Botanic Gardens,"1 Cluny Road, Tanglin Gate , #B1-00,  Singapore 259569",2025-09-13T21:07:10.889945,259569,,
1031,Fusion Spoon,Halal Certified,https://www.halaltag.com/place/1031,Jurong Lake Gardens,"102 Yuan Ching Road, (North Carpark),  Singapore 618663",2025-09-13T21:07:10.889945,618663,,
717,Fatman Satay,Halal - Muslim Owned,https://www.halaltag.com/place/717,,,2025-09-13T21:07:11.553731,,,
94,Fika Swedish Cafe and Bistro,Halal - Muslim Owned,https://www.halaltag.com/place/94,Arab Street/ Kampong Glam,"257 Beach Road, Singapore 199539 Contact: 6396 9096",2025-09-13T21:07:12.308345,199539,,
1203,Fitri Creations Halal Bakery,Halal - Muslim Owned,https://www.halaltag.com/place/1203,KINEX (Formerly One KM),"11 Tanjong Katong Road, #B1-34,  Singapore 437157",2025-09-13T21:07:12.978161,437157,,
1203,Fitri Creations Halal Bakery,Halal - Muslim Owned,https://www.halaltag.com/place/1203,Sun Natura,"361 Sembawang Crescent, Singapore 750361",2025-09-13T21:07:12.978161,750361,,
1931,Fizi,Halal - Muslim Owned,https://www.halaltag.com/place/1931,Geylang Serai,"60 Changi Road, Singapore 419712",2025-09-13T21:07:13.638753,419712,,
1759,Fuel Beast,Halal Certified,https://www.halaltag.com/place/1759,myVillage@Serangoon Gardens,"1 Maju Avenue, #01-05,  Singapore 556679",2025-09-13T21:07:14.299778,556679,,
1005,Fatty Bom Bom,Halal Certified,https://www.halaltag.com/place/1005,Ang Mo Kio (Others),505 Ang Mo Kio Avenue 8,2025-09-13T21:07:14.978040,,,
1005,Fatty Bom Bom,Halal Certified,https://www.halaltag.com/place/1005,Autopoint,"24 Leng Kee Rd, Singapore 159096",2025-09-13T21:07:14.978040,159096,,
1005,Fatty Bom Bom,Halal Certified,https://www.halaltag.com/place/1005,Beach Road (Others),"Blk 18 Jalan Sultan, Singapore 190018",2025-09-13T21:07:14.978040,190018,,
1005,Fatty Bom Bom,Halal Certified,https://www.halaltag.com/place/1005,Bedok (Others),"59 Upper Changi Road , Singapore 461059",2025-09-13T21:07:14.978040,461059,,
1005,Fatty Bom Bom,Halal Certified,https://www.halaltag.com/place/1005,Bedok Central,"Blk 209 New Upper Changi Road, Singapore 460209",2025-09-13T21:07:14.978040,460209,,
1005,Fatty Bom Bom,Halal Certified,https://www.halaltag.com/place/1005,Bukit Batok (Others),"207 Bukit Batok st 21, Singapore 650207",2025-09-13T21:07:14.978040,650207,,
1005,Fatty Bom Bom,Halal Certified,https://www.halaltag.com/place/1005,Bukit Batok (Others),"Blk 506 Bukit Batok St 52, (Coffee House),  Singapore 650506",2025-09-13T21:07:14.978040,650506,,
1005,Fatty Bom Bom,Halal Certified,https://www.halaltag.com/place/1005,Bukit Batok (Others),Blk 296A Bukit Batok St 22,2025-09-13T21:07:14.978040,,,
1005,Fatty Bom Bom,Halal Certified,https://www.halaltag.com/place/1005,Chai Chee (Others),"Blk 36 Chai Chee Ave , #01-151,  Singapore 461036",2025-09-13T21:07:14.978040,461036,,
1005,Fatty Bom Bom,Halal Certified,https://www.halaltag.com/place/1005,Clementi (Others),"Blk 325 Clementi Ave, Singapore 120325",2025-09-13T21:07:14.978040,120325,,
1005,Fatty Bom Bom,Halal Certified,https://www.halaltag.com/place/1005,Enterprise Hub,"48 Toh Guan Rd, #01-124,  Singapore 608586",2025-09-13T21:07:14.978040,608586,,
1005,Fatty Bom Bom,Halal Certified,https://www.halaltag.com/place/1005,Hougang (Others),365B Upper Serangoon Road,2025-09-13T21:07:14.978040,,,
1005,Fatty Bom Bom,Halal Certified,https://www.halaltag.com/place/1005,Jurong West,"Blk 526 Jurong West St 52, Singapore 640526",2025-09-13T21:07:14.978040,640526,,
1005,Fatty Bom Bom,Halal Certified,https://www.halaltag.com/place/1005,Jurong West,"526 Jurong West st 52 , Singapore 640526",2025-09-13T21:07:14.978040,640526,,
1005,Fatty Bom Bom,Halal Certified,https://www.halaltag.com/place/1005,O2 Cafe (Bukit Batok West Ave 4),"Blk 413 Bukit Batok West Ave 4, Singapore 650413",2025-09-13T21:07:14.978040,650413,,
1005,Fatty Bom Bom,Halal Certified,https://www.halaltag.com/place/1005,Punggol (Others),"273C Punggol Place , Singapore 823273",2025-09-13T21:07:14.978040,823273,,
1005,Fatty Bom Bom,Halal Certified,https://www.halaltag.com/place/1005,Sengkang (Others),"Blk 455 Sengkang West, Singapore 791455",2025-09-13T21:07:14.978040,791455,,
1005,Fatty Bom Bom,Halal Certified,https://www.halaltag.com/place/1005,Tampines East (St 43/44/45),"494 Tampines Street 45, #01-06,  Singapore 522492",2025-09-13T21:07:14.978040,522492,,
1005,Fatty Bom Bom,Halal Certified,https://www.halaltag.com/place/1005,Teck Whye (Others),"145 Teck Whye Ave, Singapore 680145",2025-09-13T21:07:14.978040,680145,,
1005,Fatty Bom Bom,Halal Certified,https://www.halaltag.com/place/1005,Woodlands (Others),"167 Woodlands St 11, (ST11 Coffee Shop),  Singapore 730167",2025-09-13T21:07:14.978040,730167,,
1152,Fitra Chicken Rice,Halal Certified,https://www.halaltag.com/place/1152,Admiralty Place,"677 Woodlands Avenue 6, #02-05,  Singapore 730677",2025-09-13T21:07:15.685718,730677,,
1152,Fitra Chicken Rice,Halal Certified,https://www.halaltag.com/place/1152,Bugis Junction,"200 Victoria Street, #03-03 (S10),  Singapore 188021",2025-09-13T21:07:15.685718,188021,,
1152,Fitra Chicken Rice,Halal Certified,https://www.halaltag.com/place/1152,Century Square,"2 Tampines Central 5, #03-19 (S10),  Singapore 529509",2025-09-13T21:07:15.685718,529509,,
1152,Fitra Chicken Rice,Halal Certified,https://www.halaltag.com/place/1152,Changi Airport Staff Canteen T1,"80 Airport Boulevard, Orchis T1 Canteen (S7),  Singapore 819642",2025-09-13T21:07:15.685718,819642,,
1152,Fitra Chicken Rice,Halal Certified,https://www.halaltag.com/place/1152,Hillion Mall,"Kopitiam (S3)17 Petir Road, #02-15 (S3),  Singapore 678278",2025-09-13T21:07:15.685718,678278,,
1152,Fitra Chicken Rice,Halal Certified,https://www.halaltag.com/place/1152,Jewel Changi Airport,"Nasi Ayam Taman Serasi78 Airport Boulevard, #B2-238,  Singapore 819666",2025-09-13T21:07:15.685718,819666,,
1152,Fitra Chicken Rice,Halal Certified,https://www.halaltag.com/place/1152,Junction 8 Shopping Centre,"9 Bishan Place, #04-01 (M3),  Singapore 579837",2025-09-13T21:07:15.685718,579837,,
1152,Fitra Chicken Rice,Halal Certified,https://www.halaltag.com/place/1152,Kopitiam Square,"Kopitiam (S55)10 Sengkang Square, #01-01 (S55),  Singapore 544829",2025-09-13T21:07:15.685718,544829,,
1152,Fitra Chicken Rice,Halal Certified,https://www.halaltag.com/place/1152,Lot One,"21 Choa Chu Kang Avenue 4, #04-16,  Singapore 689812",2025-09-13T21:07:15.685718,689812,,
1152,Fitra Chicken Rice,Halal Certified,https://www.halaltag.com/place/1152,NEX Mall,"23 Serangoon Central, #04-36 (S8),  Singapore 556083",2025-09-13T21:07:15.685718,556083,,
1152,Fitra Chicken Rice,Halal Certified,https://www.halaltag.com/place/1152,Northpoint City,"930 Yishun Ave 2, #02-101,  Singapore 769098",2025-09-13T21:07:15.685718,769098,,
1152,Fitra Chicken Rice,Halal Certified,https://www.halaltag.com/place/1152,Northshore Plaza,"407 Northshore Drive, #02-07  (Plaza 2),  Singapore 820407",2025-09-13T21:07:15.685718,820407,,
1152,Fitra Chicken Rice,Halal Certified,https://www.halaltag.com/place/1152,Oasis Terraces,"Blk 681 Punggol Drive, #04-01 (Stall 6),  Singapore 820681",2025-09-13T21:07:15.685718,820681,,
1152,Fitra Chicken Rice,Halal Certified,https://www.halaltag.com/place/1152,OUB Centre,"1 Raffles Place, # 05-07,  Singapore 48616",2025-09-13T21:07:15.685718,,,
1152,Fitra Chicken Rice,Halal Certified,https://www.halaltag.com/place/1152,Parkway Parade,"80 Marine Parade Road, #B1,  Singapore 449269",2025-09-13T21:07:15.685718,449269,,
1152,Fitra Chicken Rice,Halal Certified,https://www.halaltag.com/place/1152,Raffles City,"252 North Bridge Road, #03-15 (S18),  Singapore 179103",2025-09-13T21:07:15.685718,179103,,
1152,Fitra Chicken Rice,Halal Certified,https://www.halaltag.com/place/1152,Rivervale Mall,"11 Rivervale Crescent, #01-03,  Singapore 545082",2025-09-13T21:07:15.685718,545082,,
1152,Fitra Chicken Rice,Halal Certified,https://www.halaltag.com/place/1152,Tampines Mall,"4 Tampines Central 5, #04,  Singapore 529510",2025-09-13T21:07:15.685718,529510,,
1152,Fitra Chicken Rice,Halal Certified,https://www.halaltag.com/place/1152,Wisma Atria,"435 Orchard Road, #04,  Singapore 238877",2025-09-13T21:07:15.685718,238877,,
1102,Fork & Spoon,Halal Certified,https://www.halaltag.com/place/1102,HDB Hub,"Halal Certified Stalls:S2- Ban MianS4 - Yong Tau FooS6 - Viet Thai CuisineS7 - Lan Zhou Beef NoodlesS8 - Jap and Korean Cuisine 480 Toa Payoh Lorong 6, #02-70,  Singapore 310480",2025-09-13T21:07:16.354376,310480,,
1102,Fork & Spoon,Halal Certified,https://www.halaltag.com/place/1102,Woodlands Mart,"Halal Certified Stalls:S3 - Ban Mian/Fish SoupS4 - Mini WokzS5 - Ayam PenyetS9 - Yong Tau FooBlk 768 Woodlands Ave 6, Singapore 730768",2025-09-13T21:07:16.354376,730768,,
1910,Fruit Paradise,Halal Certified,https://www.halaltag.com/place/1910,,"50 Jurong Gateway Road, #02-19,  Singapore 608549",2025-09-13T21:07:17.038110,608549,,
1910,Fruit Paradise,Halal Certified,https://www.halaltag.com/place/1910,Suntec City,"3 Temasek Boulevard, #02-605 (Tower 3),  Singapore 038983",2025-09-13T21:07:17.038110,038983,,
1910,Fruit Paradise,Halal Certified,https://www.halaltag.com/place/1910,The CentrePoint,"176 Orchard Road, #01-17,  Singapore 238843",2025-09-13T21:07:17.038110,238843,,
1910,Fruit Paradise,Halal Certified,https://www.halaltag.com/place/1910,VivoCity,"1 Harbourfront Walk, #01-59,  Singapore 098585",2025-09-13T21:07:17.038110,098585,,
1242,Food Club,Halal,https://www.halaltag.com/place/1242,Ngee Ann Polytechnic (NP),"535 Clementi Road , (Blk 22),  Singapore 599489",2025-09-13T21:07:17.674336,599489,,
2424,Fish Soup & Ban Mian,Halal Certified,https://www.halaltag.com/place/2424,Canberra Plaza,"133 Canberra View, #01-21,  Singapore 750133",2025-09-13T21:07:18.342474,750133,,
2532,Fayidha,Halal - Muslim Owned,https://www.halaltag.com/place/2532,Arab Street/ Kampong Glam,"2 Pahang St, Singapore 198604",2025-09-13T21:07:19.013162,198604,,
1245,Flavours by Hesed&Emet,Halal Certified,https://www.halaltag.com/place/1245,Temasek Polytechnic,"21 Tampines Ave 1, (Blk 4) Lvl 1,  Singapore 529757",2025-09-13T21:07:19.719057,529757,,
2419,Food Library Western,Halal Certified,https://www.halaltag.com/place/2419,Admiralty Place,"677 Woodlands Avenue 6, #02-05,  Singapore 730677",2025-09-13T21:07:20.367228,730677,,
1022,Fu-Men Japanese Udon & Donburi,Halal Certified,https://www.halaltag.com/place/1022,Hong Leong Building,"16 Raffles Quay,  #B1-17/18,  Singapore 048581",2025-09-13T21:07:21.034610,048581,,
1295,Fazs Satay,Halal - Muslim Owned,https://www.halaltag.com/place/1295,Yishun (Others),", Singapore 763333",2025-09-13T21:07:21.737106,763333,,
833,Fish & Chicks,Halal Certified,https://www.halaltag.com/place/833,Ang Mo Kio (Others),"531 Ang Mo Kio Ave 10, #01-2429,  Singapore 560531",2025-09-13T21:07:22.406833,560531,,
833,Fish & Chicks,Halal Certified,https://www.halaltag.com/place/833,Bukit Batok (Others),"467 Bukit Batok West Ave 9, #01-10,  Singapore 650467",2025-09-13T21:07:22.406833,650467,,
833,Fish & Chicks,Halal Certified,https://www.halaltag.com/place/833,Fusionopolis,"1 Fusionopolis Way, Singapore 138632",2025-09-13T21:07:22.406833,138632,,
833,Fish & Chicks,Halal Certified,https://www.halaltag.com/place/833,Koufu HQ,"1 Woodlands Height, Singapore 737859",2025-09-13T21:07:22.406833,737859,,
833,Fish & Chicks,Halal Certified,https://www.halaltag.com/place/833,Punggol (Others),"Blk 671 Edgefield Plains, Singapore 820671",2025-09-13T21:07:22.406833,820671,,
833,Fish & Chicks,Halal Certified,https://www.halaltag.com/place/833,Sengkang (Others),"Blk 433A Sengkang West Way, Singapore 791433",2025-09-13T21:07:22.406833,791433,,
833,Fish & Chicks,Halal Certified,https://www.halaltag.com/place/833,Tampines East (St 43/44/45),"Blk 478 Tampines St 44, #01-221,  Singapore 520478",2025-09-13T21:07:22.406833,520478,,
833,Fish & Chicks,Halal Certified,https://www.halaltag.com/place/833,Thomson Plaza,"301 Upper Thomson Road, #01-106,  Singapore 574408",2025-09-13T21:07:22.406833,574408,,
833,Fish & Chicks,Halal Certified,https://www.halaltag.com/place/833,Yishun (Others),"414 Yishun Ring Road, Singapore 760414",2025-09-13T21:07:22.406833,760414,,
1282,Farm Appetit,Halal Certified,https://www.halaltag.com/place/1282,PeopleUp Enrichment Hub,"200 Pandan Gardens, #01-12/13,  Singapore 609336",2025-09-13T21:07:23.052572,609336,,
3,Fish & Co,Halal Certified,https://www.halaltag.com/place/3,AMK Hub,"53 Ang Mo Kio Avenue 3, #02-02,  Singapore 569933",2025-09-13T21:07:23.703912,569933,,
3,Fish & Co,Halal Certified,https://www.halaltag.com/place/3,Causeway Point,"1 Woodlands Square, #02-34,  Singapore 738099",2025-09-13T21:07:23.703912,738099,,
3,Fish & Co,Halal Certified,https://www.halaltag.com/place/3,Jurong Point Shopping Mall,"1 Jurong West Central 2, #02-20E (JP1),  Singapore 648886 Contact: 6898 4248",2025-09-13T21:07:23.703912,648886,,
3,Fish & Co,Halal Certified,https://www.halaltag.com/place/3,New Tech Park,"151 Lorong Chuan , #01-05,  Singapore 556741",2025-09-13T21:07:23.703912,556741,,
3,Fish & Co,Halal Certified,https://www.halaltag.com/place/3,Our Tampines Hub (OTH),"1 Tampines Walk, #01-15,  Singapore 528523",2025-09-13T21:07:23.703912,528523,,
3,Fish & Co,Halal Certified,https://www.halaltag.com/place/3,Rail Mall,"380 Upper Bukit Timah Rd, Singapore 828761",2025-09-13T21:07:23.703912,828761,,
3,Fish & Co,Halal Certified,https://www.halaltag.com/place/3,The Woodleigh Mall,"11 Bidadari Park Dr, #01-37,  Singapore 367803",2025-09-13T21:07:23.703912,367803,,
3,Fish & Co,Halal Certified,https://www.halaltag.com/place/3,Waterway Point,"83 Punggol Central, #B1-18 (East Wing),  Singapore 828761 Contact: 6385 9061",2025-09-13T21:07:23.703912,828761,,
1230,Five Spice,Halal,https://www.halaltag.com/place/1230,,,2025-09-13T21:07:24.378396,,,
1844,Food Leaf,Halal Certified,https://www.halaltag.com/place/1844,Canberra (Others),"105 Canberra Street, , #01-01,  Singapore 750105",2025-09-13T21:07:25.033584,750105,,
1844,Food Leaf,Halal Certified,https://www.halaltag.com/place/1844,Woodlands (Others),"325 Woodlands Street 32, , Singapore 730325",2025-09-13T21:07:25.033584,730325,,
1084,Fried Chicken Master,Halal Certified,https://www.halaltag.com/place/1084,Century Square,"Take-away only2 Tampines Central 5, #B1-38,  Singapore 529509",2025-09-13T21:07:25.751453,529509,,
1084,Fried Chicken Master,Halal Certified,https://www.halaltag.com/place/1084,Northpoint City,"930 Yishun Ave 2, #B2-145 (South Wing),  Singapore 769098",2025-09-13T21:07:25.751453,769098,,
1084,Fried Chicken Master,Halal Certified,https://www.halaltag.com/place/1084,Suntec City,"3 Temasek Boulevard, #02-601,  Singapore 038983",2025-09-13T21:07:25.751453,038983,,
853,Farasha Muslim Food,Halal - Muslim Owned,https://www.halaltag.com/place/853,Seah Im Food Centre,"2 Seah Im Road, Singapore 099114",2025-09-13T21:07:26.468583,099114,,
343,Frunatic,Halal Certified,https://www.halaltag.com/place/343,Valley Point Shopping Centre,"491 River Valley Road, #01-05/06,  Singapore 248371 Contact: 6235 3040",2025-09-13T21:07:27.145300,248371,,
62,Friar's,Halal Certified,https://www.halaltag.com/place/62,Universal Studio Singapore (Sentosa),"8 Sentosa Gateway, Resorts World Sentosa, Singapore 098269 Contact: 6577 8888",2025-09-13T21:07:27.815630,098269,,
2202,Four Hands Cooking,Halal - Muslim Owned,https://www.halaltag.com/place/2202,Yishun Park Hawker Centre,"51 Yishun Ave 11 , #01-03,  Singapore 768867",2025-09-13T21:07:28.465352,768867,,
2443,Fish Soup @Cantine,Halal Certified,https://www.halaltag.com/place/2443,Jurong Point Shopping Mall,"1 Jurong West Central 2, #B1-42,  Singapore 648886",2025-09-13T21:07:29.100669,648886,,
878,FoodJunction Foodcourt,Halal Certified,https://www.halaltag.com/place/878,Junction 8 Shopping Centre,"Halal Certified Stalls:M2 - TeppanyakiM3 - Chicken RiceS1 - Japanese CuisineS2 - Yong Tau FooS3 - Penyet King9 Bishan Place, Singapore 579837",2025-09-13T21:07:29.777539,579837,,
878,FoodJunction Foodcourt,Halal Certified,https://www.halaltag.com/place/878,Lot One,"21 Choa Chu Kang Avenue 4, #04-16,  Singapore 689812",2025-09-13T21:07:29.777539,689812,,
878,FoodJunction Foodcourt,Halal Certified,https://www.halaltag.com/place/878,NEX Mall,"23 Serangoon Central, #04-36,  Singapore 556083",2025-09-13T21:07:29.777539,556083,,
878,FoodJunction Foodcourt,Halal Certified,https://www.halaltag.com/place/878,One Raffles Place,"1 Raffles Place, Singapore 048616",2025-09-13T21:07:29.777539,048616,,
878,FoodJunction Foodcourt,Halal Certified,https://www.halaltag.com/place/878,OUB Centre,"1 Raffles Place, #05-07,  Singapore 48616",2025-09-13T21:07:29.777539,,,
878,FoodJunction Foodcourt,Halal Certified,https://www.halaltag.com/place/878,Sembawang Shopping Centre,"604 Sembawang Road, Level 2,  Singapore 758459",2025-09-13T21:07:29.777539,758459,,
878,FoodJunction Foodcourt,Halal Certified,https://www.halaltag.com/place/878,United Square Shopping Mall,"101 Thomson Road, #B1-56,  Singapore 307591",2025-09-13T21:07:29.777539,307591,,
1173,Fadzil Muslim Food Stall,Halal - Muslim Owned,https://www.halaltag.com/place/1173,Geylang Bahru Food Centre,"Blk 69 Geylang Bahru, #01-73,  Singapore 330069",2025-09-13T21:07:30.430806,330069,,
1922,Fried Rice Story,Halal Certified,https://www.halaltag.com/place/1922,Bukit Merah (Others),"116 Bukit Merah View, , Singapore 151116",2025-09-13T21:07:31.177481,151116,,
1922,Fried Rice Story,Halal Certified,https://www.halaltag.com/place/1922,Hougang Capeview,"Blk 476 Upper Serangoon View , Singapore 530476",2025-09-13T21:07:31.177481,530476,,
1922,Fried Rice Story,Halal Certified,https://www.halaltag.com/place/1922,Sengkang (Others),"330 Anchorvale Street, Singapore 540323",2025-09-13T21:07:31.177481,540323,,
2035,Frites,Halal - Muslim Owned,https://www.halaltag.com/place/2035,Arab Street/ Kampong Glam,"16 Bali Lane, Singapore 189852",2025-09-13T21:07:31.852296,189852,,
1538,FS Bros Satay,Halal - Muslim Owned,https://www.halaltag.com/place/1538,Ang Mo Kio (Others),"Blk 529 Ang Mo Kio Ave 10, Singapore 560529",2025-09-13T21:07:32.511587,560529,,
2504,Food Fest,Halal,https://www.halaltag.com/place/2504,ITE College West,"1 Choa Chu Kang Grove, (Blk 3 level 2),  Singapore 688236",2025-09-13T21:07:33.177568,688236,,
2325,Flippin' Good,Halal Certified,https://www.halaltag.com/place/2325,Simpang Bedok,"282 Bedok Road, Singapore 469438",2025-09-13T21:07:33.826465,469438,,
1356,Gerill Bab,Halal Certified,https://www.halaltag.com/place/1356,Canberra Plaza,"133 Canberra View, #B1-K4,  Singapore 750133",2025-09-13T21:07:41.058956,750133,,
638,GREAThai,Halal Certified,https://www.halaltag.com/place/638,East Village,"430 Upper Changi Road, #01-06,  Singapore 487048 Contact: 67027707",2025-09-13T21:07:41.851452,487048,,
638,GREAThai,Halal Certified,https://www.halaltag.com/place/638,River Valley (Others),"413 River Valley Road, Singapore 248311 Contact: 67327707",2025-09-13T21:07:41.851452,248311,,
2482,Good Day Cafe,Halal Certified,https://www.halaltag.com/place/2482,Ngee Ann Polytechnic (NP),"535 Clementi Road , #02-02,  Singapore 599489",2025-09-13T21:07:42.509377,599489,,
2059,Godaime,Halal Certified,https://www.halaltag.com/place/2059,Changi City Point,"5 Changi Business Park Central 1, #01-48,  Singapore 486038",2025-09-13T21:07:43.246430,486038,,
2059,Godaime,Halal Certified,https://www.halaltag.com/place/2059,The CentrePoint,"176 Orchard Road, #B1-17,  Singapore 238843",2025-09-13T21:07:43.246430,238843,,
1595,Ginger at Parkroyal,Halal Certified,https://www.halaltag.com/place/1595,Parkroyal on Beach Road,"7500 Beach Road, Singapore 199591",2025-09-13T21:07:43.924052,199591,,
1142,Geylang Serai OLI,Halal - Muslim Owned,https://www.halaltag.com/place/1142,Geylang Serai Market and Food Centre,"1 Geylang Serai, #02,  Singapore 402001",2025-09-13T21:07:44.558778,402001,,
1149,Geylang Serai Nasi Ayam Bubur Ayam,Halal - Muslim Owned,https://www.halaltag.com/place/1149,Geylang Serai Market and Food Centre,"1 Geylang Serai, #02-131,  Singapore 402001",2025-09-13T21:07:45.217701,402001,,
942,Grasso Coffee,Halal Certified,https://www.halaltag.com/place/942,,"1 Irving Place, #01-27/28,  Singapore 369546",2025-09-13T21:07:45.880434,369546,,
1220,Grill Ninety Nine,Halal Certified,https://www.halaltag.com/place/1220,Arab Street/ Kampong Glam,"142 Arab street, Singapore 199828",2025-09-13T21:07:46.551254,199828,,
1344,GANBATTEA,Halal - Muslim Owned,https://www.halaltag.com/place/1344,,,2025-09-13T21:07:47.209501,,,
613,Gomgom,Halal Certified,https://www.halaltag.com/place/613,Singapore University of Technology and Design (SUTD),"8 Somapah Road, Building 2, #01-202A,  Singapore 487372",2025-09-13T21:07:47.968990,487372,,
920,Good Coffee Please,Halal Certified,https://www.halaltag.com/place/920,Ng Teng Fong General Hospital  (NTFGH),"1 Jurong East Street 21, #02-28 (Tower A),  Singapore 609606",2025-09-13T21:07:48.646663,609606,,
1571,Gerai Obek,Halal - Muslim Owned,https://www.halaltag.com/place/1571,Sembawang Mart,"511 Canberra Road, #01-06,  Singapore 750511",2025-09-13T21:07:49.304832,750511,,
915,GLC Restaurant,Halal Certified,https://www.halaltag.com/place/915,Upper Paya Lebar Road Shophouses,"121 Upper Paya Lebar Road, Singapore 534836",2025-09-13T21:07:50.050259,534836,,
669,Golden Ladle,Halal - Muslim Owned,https://www.halaltag.com/place/669,Hong Heng Terrace,"33 Sembawang Road, Stall 2 (Sembawang Eating House),  Singapore 779084 Contact: 8102 9065",2025-09-13T21:07:50.711678,779084,,
383,Gourmet Pizza To Go,Halal Certified,https://www.halaltag.com/place/383,(Takeaway),Bedok North Street 3,2025-09-13T21:07:51.379666,,,
383,Gourmet Pizza To Go,Halal Certified,https://www.halaltag.com/place/383,Kallang Wave Mall,"1 Stadium Place , #01-43,  Singapore 397628",2025-09-13T21:07:51.379666,397628,,
63,Goldilocks Fried Chicken,Halal Certified,https://www.halaltag.com/place/63,Universal Studio Singapore (Sentosa),"8 Sentosa Gateway, Resorts World Sentosa, Singapore 098269 Contact: 6577 8888",2025-09-13T21:07:52.064005,098269,,
604,Gerai Nenek Obek,Halal - Muslim Owned,https://www.halaltag.com/place/604,Geylang Serai Market and Food Centre,"1 Geylang Serai, #02-136,  Singapore 402001",2025-09-13T21:07:52.792267,402001,,
1771,Green Chilli Chicken Rice,Halal - Muslim Owned,https://www.halaltag.com/place/1771,Sims Vista Market and Food Centre,"49 Sims Place, #01-09,  Singapore 380049",2025-09-13T21:07:53.447622,380049,,
439,Golden Wings Restaurant,Halal Certified,https://www.halaltag.com/place/439,Bedok (Others),"Blk 89 Bedok North Street 4, #01-107,  Singapore 460089",2025-09-13T21:07:54.088357,460089,,
144,GoGo Franks,Halal Certified,https://www.halaltag.com/place/144,Jurong Point 2,", #03- 89B  (JP2),  Singapore 648331",2025-09-13T21:07:54.778615,648331,,
1030,Gyunion,Halal - Muslim Owned,https://www.halaltag.com/place/1030,Oxley Tower,"138 Robinson Road, #02-03,  Singapore 068906",2025-09-13T21:07:55.425993,068906,,
278,Guru's Banana Leaf Cuisine,Halal Certified,https://www.halaltag.com/place/278,Changi Village,"1 Changi Village Road, #01-2020,  Singapore",2025-09-13T21:07:56.139754,,,
278,Guru's Banana Leaf Cuisine,Halal Certified,https://www.halaltag.com/place/278,Serangoon (Others),"19 Serangoon North Avenue, #02-03,  Singapore 554913",2025-09-13T21:07:56.139754,554913,,
693,Go Nuts Cafe,Halal - Muslim Owned,https://www.halaltag.com/place/693,,,2025-09-13T21:07:56.882987,,,
438,Goh Chew Kee BBQ Seafood,Halal Certified,https://www.halaltag.com/place/438,Newton Food Centre,"500 Clemenceau Ave North, #01-19,  Singapore 229495",2025-09-13T21:07:57.530418,229495,,
2022,Got Chance Chicken,Halal Certified,https://www.halaltag.com/place/2022,Inside GHK foodcourt,Bedok North Street 3,2025-09-13T21:07:58.198446,,,
1309,Go-Ang Pratunam Chicken Rice,Halal Certified,https://www.halaltag.com/place/1309,Anchorpoint Shopping Centre,"370 Alexandra Rd, #01-07,  Singapore 159953",2025-09-13T21:07:58.858957,159953,,
1309,Go-Ang Pratunam Chicken Rice,Halal Certified,https://www.halaltag.com/place/1309,Far East Square,"88/89 Telok Ayer Street, #01-01,  Singapore 048470",2025-09-13T21:07:58.858957,048470,,
1309,Go-Ang Pratunam Chicken Rice,Halal Certified,https://www.halaltag.com/place/1309,,"50 Jurong Gateway Road,  #B1-08,  Singapore 608549",2025-09-13T21:07:58.858957,608549,,
1309,Go-Ang Pratunam Chicken Rice,Halal Certified,https://www.halaltag.com/place/1309,NEX Mall,"23 Serangoon Central, #B1-05/06,  Singapore 556083",2025-09-13T21:07:58.858957,556083,,
