name,outlet_name,address,postal_code,muis_halal_status,certificate_number,type,scheme,sub_scheme,data_sources,muis_place_id,halaltag_place_id,X,Y,geocode_source
498 Yong Tau Foo,,,,Halal Certified,,,,,halaltag,,2460.0,,,unmatched
10 Tuas Indian Muslim Food,Tuas Village Eating House,"10 Tuas Avenue 3 , Singapore 639409",639409,Halal - Muslim Owned,,,,,halaltag,,1727.0,8345.80598168261,33761.7778202016,postal_exact
54 Bakery Cafe,Vision Exchange,"2 Venture Drive, #02-46,  Singapore 608526",608526,Halal Certified,,,,,halaltag,,1389.0,18123.7092564702,34707.1134504527,postal_exact
@Nasi,Bukit Merah (Others),"213 Henderson Road, #01-05,  Singapore 159553",159553,Muslim Owned,,,,,halaltag,,1700.0,26378.1046258006,29277.5410124287,postal_exact
$5 Western,,,,Halal Certified,,,,,halaltag,,2454.0,,,unmatched
406 Western,,,,Halal Certified,,,,,halaltag,,2459.0,,,unmatched
4 Fingers Crispy Chicken,321 Clementi,"321 Clementi Ave 3, #01-03,  Singapore 129905",129905,Halal Certified,,,,,halaltag,,526.0,20395.3064215332,32700.1500842664,postal_exact
4 Fingers Crispy Chicken,Balestier/Kim Keat (Others),"601 Balestier, Singapore 329903",329903,Halal Certified,,,,,halaltag,,526.0,29121.4297699602,34282.2766317297,postal_exact
4 Fingers Crispy Chicken,Bedok (Others),"56 New Upper Changi Road, #01-1316,  Singapore 461056",461056,Halal Certified,,,,,halaltag,,526.0,39993.0555885583,34136.8594311252,postal_exact
4 Fingers Crispy Chicken,Bugis Village,"159 Rochor Road, Singapore 188434",188434,Halal Certified,,,,,halaltag,,526.0,30442.1806853879,31472.7208108753,postal_exact
4 Fingers Crispy Chicken,Causeway Point,"1 Woodlands Square, #01-38/39,  Singapore 738099",738099,Halal Certified,,,,,halaltag,,526.0,22699.5234229155,46412.0238526929,postal_exact
4 Fingers Crispy Chicken,Changi Airport Terminal 3 (T3),"65 Airport Boulevard, #B2-02,  Singapore 819663 Contact: 6214 3928",819663,Halal Certified,,,,,halaltag,,526.0,45015.2803212646,37610.5688502248,postal_exact
4 Fingers Crispy Chicken,Jalan Kayu,"225 Jalan Kayu, Singapore 799449",799449,Halal Certified,,,,,halaltag,,526.0,32393.0791496234,41974.6055621319,postal_exact
4 Fingers Crispy Chicken,,"50 Jurong Gateway Road, #01-15A ,  Singapore 608549",608549,Halal Certified,,,,,halaltag,,526.0,17988.4838308077,35058.3568146359,postal_exact
4 Fingers Crispy Chicken,Junction 8 Shopping Centre,"9 Bishan Place, #01-32,  Singapore 579837",579837,Halal Certified,,,,,halaltag,,526.0,29725.8230481222,36948.3424145039,postal_exact
4 Fingers Crispy Chicken,Jurong Point Shopping Mall,"1 Jurong West Central 2, #03-34 (JP1),  Singapore 648886 Contact: 6316 6604",648886,Halal Certified,,,,,halaltag,,526.0,13907.0305282837,35735.67771223,postal_exact
4 Fingers Crispy Chicken,Le Quest Mall,"4 Bukit Batok St 41, #01-14,  Singapore 657991",657991,Halal Certified,,,,,halaltag,,526.0,17740.1310895691,37558.856544869,postal_exact
4 Fingers Crispy Chicken,Nee Soon East Community Club,"1 Yishun Ave 9, #01-03,  Singapore 768893",768893,Halal Certified,,,,,halaltag,,526.0,28587.5453966521,45832.9114236422,postal_exact
4 Fingers Crispy Chicken,Northpoint City,"930 Yishun Ave 2, #B2-125 (South Wing),  Singapore 769098",769098,Halal Certified,,,,,halaltag,,526.0,28273.5290191257,45714.3116263431,postal_exact
4 Fingers Crispy Chicken,Northshore Plaza,"407 Northshore Drive, #01-09 (Plaza 2),  Singapore 820407",820407,Halal Certified,,,,,halaltag,,526.0,35651.5384684131,44283.8929350749,postal_exact
4 Fingers Crispy Chicken,Orchard Gateway,"277 Orchard Road, #01-04/05,  Singapore 238858",238858,Halal Certified,,,,,halaltag,,526.0,28668.4715729263,31426.9988119081,postal_exact
4 Fingers Crispy Chicken,Pasir Ris Mall,"7 Pasir Ris Central, #B1-36,  Singapore 519612",519612,Halal Certified,,,,,halaltag,,526.0,40845.98143005,39536.3454327993,postal_exact
4 Fingers Crispy Chicken,Paya Lebar Square,"60 Paya Lebar Road, Singapore 409051",409051,Halal Certified,,,,,halaltag,,526.0,34595.3032159209,33453.443530187,postal_exact
4 Fingers Crispy Chicken,Sembawang (Others),"598B Sembawang Road, Singapore 758456",758456,Halal Certified,,,,,halaltag,,526.0,27062.4699123176,46966.8143828902,postal_exact
4 Fingers Crispy Chicken,Stars of Kovan,"988 Upper Serangoon Rd, #01-29,  Singapore 534733",534733,Halal Certified,,,,,halaltag,,526.0,33997.2059507845,38170.8649450541,postal_exact
4 Fingers Crispy Chicken,Tampines 1,"10 Tampines Central 1, #01-39,  Singapore 529536",529536,Halal Certified,,,,,halaltag,,526.0,40436.8622001801,37372.5923067536,postal_exact
4 Fingers Crispy Chicken,Teck Whye (Others),"Blk 138 Teck Whye Lane, #01-343,  Singapore 680138",680138,Halal Certified,,,,,halaltag,,526.0,18998.7586634243,40245.6892820746,postal_exact
4 Fingers Crispy Chicken,Tiong Bahru Plaza,"300 Tiong Bahru Road, #01-105,  Singapore 168731",168731,Halal Certified,,,,,halaltag,,526.0,27296.6770021692,29846.3821525425,postal_exact
4 Fingers Crispy Chicken,VivoCity,"1 Harbourfront Walk, #02-120,  Singapore 098585",098585,Halal Certified,,,,,halaltag,,526.0,26748.4993302505,27426.9234353155,postal_exact
4 Fingers Crispy Chicken,White Sands Shopping Centre,"1 Pasir Ris Central Street 3, #01-30 (Kiosk),  Singapore 518457",518457,Halal Certified,,,,,halaltag,,526.0,40958.9038011068,39385.0873588398,postal_exact
McDonald's,,9 TAMPINES AVENUE 2 #01-02 SHELL SERVICE STATION 529731,529731,MUIS Halal Certified,EEFK20230000680,0.0,100.0,104.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,40729.8715376277,36816.6767156012,postal_exact
McDonald's,,600 HOUGANG AVENUE 3 #01-01 MOBIL SERVICE STATION 538846,538846,MUIS Halal Certified,EEFK20230000681,0.0,100.0,104.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,34324.1637679646,36826.6134525109,postal_exact
McDonald's,,130 DUNEARN ROAD CALTEX SERVICE STATION 309436,309436,MUIS Halal Certified,EEFK20230001006,0.0,100.0,104.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,27999.6636365559,33451.474961061,postal_exact
McDonald's,,"548 HAVELOCK ROAD SHELL SERVICE STATION, (Part Of) 169637",169637,MUIS Halal Certified,EEKN21080012173,0.0,100.0,104.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,27899.4117764309,30250.2326344866,postal_exact
McDonald's,,6 RAFFLES BOULEVARD #02-156/157/166 MARINA SQUARE 039594,039594,MUIS Halal Certified,EERN20020010957,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,30811.1659309082,30472.3321676366,postal_exact
McDonald's,,151 & 152 ROCHOR ROAD 188426,188426,MUIS Halal Certified,EERN20020010958,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,30442.1806853879,31472.7208108753,postal_exact
McDonald's,,"3 TEMASEK BOULEVARD #02-732/733 SUNTEC CITY MALL, McDonald's 038983",038983,MUIS Halal Certified,EERN20020010959,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,31006.546098751,30804.5639691036,postal_exact
McDonald's,,200 VICTORIA STREET #01-66 PARCO BUGIS JUNCTION 188021,188021,MUIS Halal Certified,EERN20020010960,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,30458.7085178969,31274.8305191435,postal_exact
McDonald's,,17 Petir Road #B1-25-27 Hillion Mall 678278,678278,MUIS Halal Certified,EERN20020010962,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,20156.924196275,40045.5291034393,postal_exact
McDonald's,,5 CHANGI BUSINESS PARK CENTRAL 1 #01-10/11 CHANGI CITY POINT 486038,486038,MUIS Halal Certified,EERN20020010964,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,42426.1948593352,35142.0820227042,postal_exact
McDonald's,,"293 YISHUN STREET 22 #01-237, (Part of-right unit) 760293",760293,MUIS Halal Certified,EERN20020010965,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,28477.0396516826,46423.7352620233,postal_exact
McDonald's,,60 YISHUN AVENUE 4 #01-11 SAFRA YISHUN COUNTRY CLUB 769027,769027,MUIS Halal Certified,EERN20020010966,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,28843.9545065807,45117.186992595,postal_exact
McDonald's,,930 YISHUN AVENUE 2 #01-12 NORTHPOINT SHOPPING CENTRE 769098,769098,MUIS Halal Certified,EERN20020010967,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,28273.5290191257,45714.3116263431,postal_exact
McDonald's,,846 YISHUN RING ROAD #01-3669 760846,760846,MUIS Halal Certified,EERN20020010968,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,28147.2310444564,44286.5522498563,postal_exact
McDonald's,,3155 COMMONWEALTH AVENUE WEST #01-06/07/08/09 THE CLEMENTI MALL 129588,129588,MUIS Halal Certified,EERN20020010970,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,20315.6081870906,33027.9409066252,postal_exact
McDonald's,,818 Choa Chu Kang Avenue 1 #01-02 680818,680818,MUIS Halal Certified,EERN20020010971,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,18597.1135673104,40000.813968949,postal_exact
McDonald's,,"1 JELEBU ROAD #02-01 BUKIT PANJANG PLAZA, Mcdonald's 677743",677743,MUIS Halal Certified,EERN20020010972,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,20325.461808118,40210.2194124069,postal_exact
McDonald's,,632 BEDOK RESERVOIR ROAD #01-850 470632,470632,MUIS Halal Certified,EERN20020010973,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,36995.1522448063,34917.0898994226,postal_exact
McDonald's,,539 BEDOK NORTH STREET 3 #01-643 460539,460539,MUIS Halal Certified,EERN20020010974,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,38237.3952445192,34835.6307644919,postal_exact
McDonald's,,311 NEW UPPER CHANGI ROAD #01-10/11 BEDOK MALL 467360,467360,MUIS Halal Certified,EERN20020010975,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,38676.9034089688,34108.3360939901,postal_exact
McDonald's,,744 BEDOK RESERVOIR ROAD #01-3019 470744,470744,MUIS Halal Certified,EERN20020010976,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,37831.8307774616,35559.5019444283,postal_exact
McDonald's,,65 AIRPORT BOULEVARD #01-21 CHANGI AIRPORT TERMINAL 3 ARRIVAL HALL 819663,819663,MUIS Halal Certified,EERN20020010977,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,45015.2803212646,37610.5688502248,postal_exact
McDonald's,,60 PAYA LEBAR ROAD PAYA LEBAR SQUARE 409051,409051,MUIS Halal Certified,EERN20020010978,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,34595.3032159209,33453.443530187,postal_exact
McDonald's,,70 JELLICOE ROAD #01-20 V HOTEL LAVENDER 208767,208767,MUIS Halal Certified,EERN20020010979,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,31251.5205697902,32235.0627494566,postal_exact
McDonald's,,583 ORCHARD ROAD #B-3/35 FORUM SHOPPING MALL 238884,238884,MUIS Halal Certified,EERN20020010980,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,27464.7401028313,32058.0135989841,postal_exact
McDonald's,,18 BOON LAY WAY #01-173 TradeHub 21 609966,609966,MUIS Halal Certified,EERN20020010981,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,19045.1700157216,34527.3997185696,postal_exact
McDonald's,,600 LORONG 4 TOA PAYOH #01-02 319515,319515,MUIS Halal Certified,EERN20020010986,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,29965.275851964,35136.473002106,postal_exact
McDonald's,,55 SIGLAP ROAD #01-07/08 SINGLAP SHOPPING CENTRE 455871,455871,MUIS Halal Certified,EERN20020010987,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,38008.5378694497,32764.3162725959,postal_exact
McDonald's,,163 ANG MO KIO AVENUE 4 #01-438 560163,560163,MUIS Halal Certified,EERN20020011001,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,28540.623786686,39505.534986278,postal_exact
McDonald's,,9 BISHAN PLACE #01-20 JUNCTION 8 SHOPPING CENTRE 579837,579837,MUIS Halal Certified,EERN20020011002,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,29725.8230481222,36948.3424145039,postal_exact
McDonald's,,369 SEMBAWANG ROAD #01-01 758382,758382,MUIS Halal Certified,EERN20020011003,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,27191.3257737551,45405.7341633476,postal_exact
McDonald's,,1378 ANG MO KIO AVE 1 BISHAN-ANG MO KIO PARK 569981,569981,MUIS Halal Certified,EERN20020011004,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,29479.5591912437,38128.7690202668,postal_exact
McDonald's,,448 ANG MO KIO AVENUE 10 #01-1693 560448,560448,MUIS Halal Certified,EERN20020011005,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,30568.3074038057,38830.3058182336,postal_exact
McDonald's,,51 ANG MO KIO AVENUE 3 #01-04 569922,569922,MUIS Halal Certified,EERN20020011006,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,29540.3211999806,39035.4580954239,postal_exact
McDonald's,,3501 JALAN BUKIT MERAH #01-01 REGAL THEATRE 159460,159460,MUIS Halal Certified,EERN20020011007,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,26324.9724493269,29546.7010855898,postal_exact
McDonald's,,68 ORCHARD ROAD #B1-23/24 PLAZA SINGAPURA 238839,238839,MUIS Halal Certified,EERN20020011009,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,29307.5237809345,31463.6672937293,postal_exact
McDonald's,,35 SELEGIE ROAD #B1-38 PARKLANE SHOPPING MALL 188307,188307,MUIS Halal Certified,EERN20020011011,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,29795.1275293678,31444.2734161112,postal_exact
McDonald's,,302 TIONG BAHRU ROAD #01-145/146/147 TIONG BAHRU PLAZA 168732,168732,MUIS Halal Certified,EERN20020011013,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,27289.5699887881,29876.1129400861,postal_exact
McDonald's,,460 ALEXANDRA ROAD #01-25 PSA BUILDING (ALEXANDRA RETAIL CENTRE) 119963,119963,MUIS Halal Certified,EERN20020011014,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,24447.647553565,28514.458416285,postal_exact
McDonald's,,"632 BUKIT BATOK CENTRAL #01-138, Mcdonald's 650632",650632,MUIS Halal Certified,EERN20020011015,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,18787.5168008581,36836.8160028551,postal_exact
McDonald's,,152 BUKIT BATOK STREET 11 #01-280 650152,650152,MUIS Halal Certified,EERN20020011016,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,18088.4628250599,36714.0705814343,postal_exact
McDonald's,,374 BUKIT BATOK STREET 31 #01-198/2 650374,650374,MUIS Halal Certified,EERN20020011017,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,18809.5582492808,37784.5235836506,postal_exact
McDonald's,,71 WEST COAST HIGHWAY 126844,126844,MUIS Halal Certified,EERN20020011018,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,20246.3139364235,31073.9408215638,postal_exact
McDonald's,,9 NORTH BUONA VISTA DRIVE #01-08 THE METROPOLIS 138588,138588,MUIS Halal Certified,EERN20020011019,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,23316.7598000523,32063.5555154625,postal_exact
McDonald's,,1 YUAN CHING ROAD 618640,618640,MUIS Halal Certified,EERN20020011020,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,15892.1864478299,34237.7670168504,postal_exact
McDonald's,,6 JURONG WEST AVENUE 1 JURONG GREEN COMMUNITY CLUB 649520,649520,MUIS Halal Certified,EERN20020011021,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,15989.6084330855,36962.42710617,postal_exact
McDonald's,,762 JURONG WEST STREET 75 #02-250 GEK POH SHOPPING CENTRE 640762,640762,MUIS Halal Certified,EERN20020011022,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,12910.7207379946,36763.1478772014,postal_exact
McDonald's,,76 NANYANG DRIVE BLK N2.1 #01-08 NANYANG TECHNOLOGIAL UNIVERSITY 637331,637331,MUIS Halal Certified,EERN20020011023,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,10941.0794907389,36584.8976628669,postal_exact
McDonald's,,638 JURONG WEST STREET 61 #01-01/02 640638,640638,MUIS Halal Certified,EERN20020011024,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,12848.6614737436,35983.4657739643,postal_exact
McDonald's,,1 JOO KOON CIRCLE #01-27-31 Fairprice Hub 629117,629117,MUIS Halal Certified,EERN20020011025,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,10760.1903017079,34206.1238678284,postal_exact
McDonald's,,1 JURONG WEST CENTRAL 2 #01-31 JURONG POINT SHOPPING CENTRE 648886,648886,MUIS Halal Certified,EERN20020011026,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,13907.0305282837,35735.67771223,postal_exact
McDonald's,,256 JURONG EAST STREET 24 #01-381 600256,600256,MUIS Halal Certified,EERN20020011027,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,17421.3896376407,36256.6885672398,postal_exact
McDonald's,,291 BOON LAY WAY JURONG CENTRAL PARK 649849,649849,MUIS Halal Certified,EERN20020011030,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,14126.3329365216,35705.0182726793,postal_exact
McDonald's,,"50 Jurong Gateway Road #01-63 & #02 55, JEM, McDonald's 608549",608549,MUIS Halal Certified,EERN20020011032,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,17988.4838308077,35058.3568146359,postal_exact
McDonald's,,144 UPPER BUKIT TIMAH ROAD #01-39/40 BEAUTY WORLD CENTRE 588177,588177,MUIS Halal Certified,EERN20020011033,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,21681.0911870794,36062.7591135893,postal_exact
McDonald's,,93 PASIR RIS DRIVE 3 #01-02 PASIR RIS ELIAS COMMUNITY CENTRE 519498,519498,MUIS Halal Certified,EERN20020011035,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,40155.9945314536,40046.6098520644,postal_exact
McDonald's,,120 PASIR RIS CENTRAL #01-12 PASIR RIS SPORTS AND RECREATION CENTRE 519640,519640,MUIS Halal Certified,EERN20020011036,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,41191.1350877862,39562.3450557198,postal_exact
McDonald's,,11 RIVERVALE CRESCENT #01-27 RIVERVALE MALL 545082,545082,MUIS Halal Certified,EERN20020011037,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,35919.7396821184,41601.6646846253,postal_exact
McDonald's,,"118 RIVERVALE DRIVE #01-32 Rivervale Plaza, K18/k19 540118",540118,MUIS Halal Certified,EERN20020011038,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,35594.1773097906,40764.3713184167,postal_exact
McDonald's,,57 ANCHORVALE ROAD #02-03 SENG KANG SPORTS & RECREATION CENTRE 544964,544964,MUIS Halal Certified,EERN20020011039,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,33838.7407369548,41933.0461978931,postal_exact
McDonald's,,80 PUNGGOL FIELD #01-02 PUNGGOL 21 COMMUNITY CLUB 828815,828815,MUIS Halal Certified,EERN20020011040,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,36941.4527555136,41705.5335688051,postal_exact
McDonald's,,33 SENGKANG WEST AVE #01-04/05/06 THE SELETAR MALL 797653,797653,MUIS Halal Certified,EERN20020011041,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,32759.350083435,41469.132806832,postal_exact
McDonald's,,513 TAMPINES CENTRAL 1 #01-150 520513,520513,MUIS Halal Certified,EERN20020011042,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,40361.6333967494,37335.1866179202,postal_exact
McDonald's,,5 TAMPINES STREET 32 #01-01 TAMPINES MART 529284,529284,MUIS Halal Certified,EERN20020011043,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,42087.7984078927,37385.2166892774,postal_exact
McDonald's,,4 TAMPINES CENTRAL 5 #01-33 TAMPINES MALL 529510,529510,MUIS Halal Certified,EERN20020011044,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,40393.5604594583,37178.8963100612,postal_exact
McDonald's,,5 TAMPINES AVENUE 3 #01-07 TAMPINES WEST COMMUNITY CLUB 529705,529705,MUIS Halal Certified,EERN20020011045,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,39392.7640156746,36764.7284713108,postal_exact
McDonald's,,208 HOUGANG STREET 21 #01-217 530208,530208,MUIS Halal Certified,EERN20020011046,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,33933.623843736,37863.3701375667,postal_exact
McDonald's,,1 HOUGANG STREET 91 #01-26/39 HOUGANG ONE 538692,538692,MUIS Halal Certified,EERN20020011048,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,33136.3424516348,39745.1742408983,postal_exact
McDonald's,,1 Pasir Ris Central St 3 #01-28/29 WHITE SANDS 518457,518457,MUIS Halal Certified,EERN20020011049,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,40958.9038011068,39385.0873588398,postal_exact
McDonald's,,3 SIMEI STREET 6 #01-34 EASTPOINT MALL 528833,528833,MUIS Halal Certified,EERN20020011050,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,41321.990633836,36095.4413322229,postal_exact
McDonald's,,258 PASIR RIS STREET 21 #01-25 LOYANG POINT 510258,510258,MUIS Halal Certified,EERN20020011051,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,42613.6482054582,38789.9653154314,postal_exact
McDonald's,,21 TAMPINES AVENUE 1 #30B-01-02 TEMASEK POLYTECHNIC 529757,529757,MUIS Halal Certified,EERN20020011052,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,39229.8100598603,36381.2719514351,postal_exact
McDonald's,,1 PASIR RIS CLOSE #01-338 Downtown East 519599,519599,MUIS Halal Certified,EERN20020011053,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,41557.3568058563,39854.1394968368,postal_exact
McDonald's,,445 FAJAR ROAD #01-520 670445,670445,MUIS Halal Certified,EERN20020011054,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,21074.3215392474,40594.8962768503,postal_exact
McDonald's,,624 CHOA CHU KANG STREET 62 #01-264 YEW TEE SHOPPING CENTRE 680624,680624,MUIS Halal Certified,EERN20020011055,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,18403.3321240991,42214.6661470886,postal_exact
McDonald's,,20 AH HOOD ROAD #01-16/K3 ZHONGSHAN MALL 329984,329984,MUIS Halal Certified,EERN20020011058,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,29465.9422912654,34361.7465850394,postal_exact
McDonald's,,1 KIM SENG PROMENADE #01-124 GREAT WORLD CITY 237994,237994,MUIS Halal Certified,EERN20020011059,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,27826.3112057392,30687.6095091309,postal_exact
McDonald's,,12 KALLANG AVENUE #01-24 APERIA MALL 339511,339511,MUIS Halal Certified,EERN20020011061,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,31450.8833081266,32446.7500659395,postal_exact
McDonald's,,30 WOODLANDS AVENUE 1 #01-06 THE WOODGROVE 739065,739065,MUIS Halal Certified,EERN20020011062,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,22168.4812132791,45635.7781039141,postal_exact
McDonald's,,107 NORTH BRIDGE ROAD #01-16/17/21 FUNAN 179105,179105,MUIS Halal Certified,EERN20020011064,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,29855.3625422399,30416.1814862192,postal_exact
McDonald's,,1 PARK ROAD #01-69-75 PEOPLE'S PARK COMPLEX 059108,059108,MUIS Halal Certified,EERN20020011069,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,29024.0389001919,29618.5318235587,postal_exact
McDonald's,,1 SOUTH CANAL ROAD 048508,048508,MUIS Halal Certified,EERN20020011070,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,29838.2850734144,29801.5253638905,postal_exact
McDonald's,,3 ANSON ROAD #01-03 079909,079909,MUIS Halal Certified,EERN20020011071,0.0,100.0,106.0,muis,1eb5ea3a-9562-4e1f-a4ad-d444ba0f3acd,,29438.7514718445,28617.9179562535,postal_exact
