name,outlet_name,address,postal_code,muis_halal_status,certificate_number,type,scheme,sub_scheme,data_sources,muis_place_id,halaltag_place_id,X,Y,geocode_source
ARTEASE CAFE,,1 PUNGGOL DRIVE #02-45 ONE PUNGGOL 828629,828629,MUIS Halal Certified,EERT20230001273,0.0,100.0,106.0,"muis,halaltag",d3fac8ea-3845-4de7-bb71-c4a6aebaf302,2222.0,35988.7431785334,43348.1788612213,postal_exact
ARTEASE CAFE,,900 SOUTH WOODLANDS DRIVE #01-03 WOODLANDS CIVIC CENTRE 730900,730900,MUIS Halal Certified,EERT20230001274,0.0,100.0,106.0,"muis,halaltag",d3fac8ea-3845-4de7-bb71-c4a6aebaf302,2222.0,22845.924756743,46306.879990235,postal_exact
Atrium Kitchen @ Holiday Inn Singapore Atrium,,317 OUTRAM ROAD #04-00 HOLIDAY INN SINGAPORE ATRIUM 169075,169075,MUIS Halal Certified,FPCN21120001634,0.0,200.0,201.0,"muis,halaltag",5d05fdd7-d64f-464c-a0a9-e9d511d0efb5,1236.0,28098.8517283937,30143.9909522608,postal_exact
Adam Chicken,,503 WEST COAST DRIVE #01-28 Ayer Rajah Food Centre 120503,120503,MUIS Halal Certified,EEHN22020013198,0.0,100.0,103.0,"muis,halaltag",a38ed3f3-c19b-4c8c-9a5f-858750d8c7af,1455.0,19812.6694068518,32678.1587596238,postal_exact
Al Zamira Restaurant,,724 ANG MO KIO AVENUE 6 #01-04 560724,560724,MUIS Halal Certified,EEHN21050012316,0.0,100.0,103.0,"muis,halaltag",0b0eb390-cdb8-4f3b-8bc5-d45cc75e3072,2394.0,29468.07854502,39353.3925121035,postal_exact
A&W,,53 ANG MO KIO AVENUE 3 #B1-47/48/ 51/51A AMK HUB 569933,569933,MUIS Halal Certified,EERN21110013211,0.0,100.0,106.0,"muis,halaltag",6582f2a0-3687-45a5-8822-fe3666534ec0,1080.0,29711.0075057196,39028.6385976207,postal_exact
A&W,,20 MANDAI LAKE ROAD #02-01 729825,729825,MUIS Halal Certified,EERT20230000639,0.0,100.0,106.0,"muis,halaltag",6582f2a0-3687-45a5-8822-fe3666534ec0,1080.0,22033.4222312579,43148.1814335343,postal_exact
A&W,,133 CANBERRA VIEW #01-04/26/27 CANBERRA PLAZA 750133,750133,MUIS Halal Certified,EERN21110013212,0.0,100.0,106.0,"muis,halaltag",6582f2a0-3687-45a5-8822-fe3666534ec0,1080.0,27669.1282042367,47239.9100809004,postal_exact
A&W,,78 AIRPORT BOULEVARD #B2-209 819666,819666,MUIS Halal Certified,EERN21110013210,0.0,100.0,106.0,"muis,halaltag",6582f2a0-3687-45a5-8822-fe3666534ec0,1080.0,45334.1767452694,38045.6719939336,postal_exact
A&W,,11 BIDADARI PARK DRIVE #01-40 THE WOODLEIGH MALL 367803,367803,MUIS Halal Certified,EERT20230000777,0.0,100.0,106.0,"muis,halaltag",6582f2a0-3687-45a5-8822-fe3666534ec0,1080.0,32277.0183821376,35651.5520587377,postal_exact
APSN Cafe for All - Centre for Adults.,,11 JALAN UBI #01-51 KEMBANGAN-CHAI CHEE COMMUNITY HUB 409074,409074,MUIS Halal Certified,EERT20250000193,0.0,100.0,106.0,"muis,halaltag",243bb4b3-54fc-4a4a-ba5f-df8076f67f03,1633.0,35369.4225783059,33271.612825254,postal_exact
Ace Western (MR2)@Foodgle Hub ITE College West,,"1 CHOA CHU KANG GROVE #03-05 ITE COLLEGE WEST, MR2 (PART OF) 688236",688236,MUIS Halal Certified,EEHK20230000029,0.0,100.0,103.0,"muis,halaltag",2287ca65-3b80-4a9a-82d8-8b2cd3cfe9c3,2464.0,18995.5920269676,39696.5911910385,postal_exact
ARNOLD'S,,215 BEDOK NORTH STREET 1 #01-83 460215,460215,MUIS Halal Certified,EERN21060012495,0.0,100.0,106.0,"muis,halaltag",571266fe-a5d4-499d-9f7c-fd6edf1a9f34,35.0,39148.9025589321,34256.4833759218,postal_exact
ARNOLD'S,,810 GEYLANG ROAD #02-99/10 CITY PLAZA 409286,409286,MUIS Halal Certified,EERN21060012493,0.0,100.0,106.0,"muis,halaltag",571266fe-a5d4-499d-9f7c-fd6edf1a9f34,35.0,34694.5110424841,33008.0531160496,postal_exact
ARNOLD'S,,21 HOUGANG STREET 51 #01-49 HOUGANG GREEN SHOPPING MALL 538719,538719,MUIS Halal Certified,EERN21060012494,0.0,100.0,106.0,"muis,halaltag",571266fe-a5d4-499d-9f7c-fd6edf1a9f34,35.0,34066.6627102559,40135.5216910187,postal_exact
ARNOLD'S,,5 TAMPINES AVENUE 3 #02-07 TAMPINES WEST COMMUNITY CLUB 529705,529705,MUIS Halal Certified,EERN21060012496,0.0,100.0,106.0,"muis,halaltag",571266fe-a5d4-499d-9f7c-fd6edf1a9f34,35.0,39392.7640156746,36764.7284713108,postal_exact
A-Po Hokkien Mee (MR1) @ The Food Market Century Square,,"2 TAMPINES CENTRAL 5 #03-19 CENTURY SQUARE, MR1 529509",529509,MUIS Halal Certified,EEHN22010013112,0.0,100.0,103.0,"muis,halaltag",b7d36a1f-5610-4f93-9fe8-f83838c63d7b,1207.0,40296.7094797157,37163.8108075112,postal_exact
A-PO Hokkien Mee (S9)@Food Junction Lot One,,"21 CHOA CHU KANG AVENUE 4 LOT ONE, SHOPPERS' MALL, Stall 9 689812",689812,MUIS Halal Certified,EEHK20230000110,0.0,100.0,103.0,"muis,halaltag",5960f873-dc13-44bb-b02d-c30ea524f45b,1207.0,18173.7710486762,40765.1880696882,postal_exact
AH B BAKERY(S10) @ KEDAI KOPI 376 BT BATOK,,"376 BUKIT BATOK STREET 31 #01-126, STALL 10 650376",650376,MUIS Halal Certified,EEHK20230001243,0.0,100.0,103.0,"muis,halaltag",e3ffd4bb-47b5-4442-a997-2a2e1943d1e9,2467.0,18680.8479768448,37821.4757067487,postal_exact
ANNABELLA PATISSERIE,,1 WOODLANDS SQUARE #B1-K05 CAUSEWAY POINT 738099,738099,MUIS Halal Certified,EESB20240000922,0.0,100.0,108.0,"muis,halaltag",1f4ae3f6-0bc3-4e2e-8adb-af78ce644180,1592.0,22699.5234229155,46412.0238526929,postal_exact
ANNABELLA PATISSERIE,,1 SENGKANG SQUARE #01-22 COMPASS ONE 545078,545078,MUIS Halal Certified,EESB20240000921,0.0,100.0,108.0,"muis,halaltag",1f4ae3f6-0bc3-4e2e-8adb-af78ce644180,1592.0,34872.1834410084,41551.7693360616,postal_exact
Apma Foods,,107 LORONG 1 TOA PAYOH #01-264 TOA PAYOH NORTH 310107,310107,MUIS Halal Certified,EERT20230000882,0.0,100.0,106.0,"muis,halaltag",e4b544ed-9ac9-4596-a9b4-2b397549f129,2452.0,29555.3157775067,35932.3164531048,postal_exact
Al Madina Prata Corner,,"155 BUKIT BATOK STREET 11 #01-324, Stall 12 650155",650155,MUIS Halal Certified,EEHN22010013071,0.0,100.0,103.0,"muis,halaltag",18ce2f76-9e97-448b-a1a1-362b68565920,938.0,18014.7624337347,36683.5893295035,postal_exact
Al Madina Famous Prata Corner,,"635C SENJA ROAD #01-01,STALL 8 673635",673635,MUIS Halal Certified,EEHN22010013074,0.0,100.0,103.0,"muis,halaltag",0b14edbc-79ce-41c0-be19-0db857291c69,938.0,19666.3020034339,40937.9798466433,postal_exact
Al Madina Famous Prata Corner,,"257 BANGKIT ROAD #01-61 BUKIT PANJANG NEW TOWN, STALL 4 670257",670257,MUIS Halal Certified,EEHN22010013075,0.0,100.0,103.0,"muis,halaltag",0b14edbc-79ce-41c0-be19-0db857291c69,938.0,21310.927306273,40054.092188444,postal_exact
Al Madina Famous Prata Corner,,"413 BUKIT BATOK WEST AVENUE 4 #01-220, Stall 2 650413",650413,MUIS Halal Certified,EEHN22010013072,0.0,100.0,103.0,"muis,halaltag",0b14edbc-79ce-41c0-be19-0db857291c69,938.0,18348.9061123934,38401.8597240616,postal_exact
Al Madina Famous Prata Corner,,"494 TAMPINES STREET 45 #01-06, Stall 5 523494",523494,MUIS Halal Certified,EEHN22010013077,0.0,100.0,103.0,"muis,halaltag",0b14edbc-79ce-41c0-be19-0db857291c69,938.0,41621.5700003644,38325.3894792795,postal_exact
Al Madina Famous Prata Corner,,"167 WOODLANDS STREET 11 #01-07, Stall 2 730167",730167,MUIS Halal Certified,EEHN22010013076,0.0,100.0,103.0,"muis,halaltag",0b14edbc-79ce-41c0-be19-0db857291c69,938.0,21608.4051969601,46145.1054566726,postal_exact
AL MAKAN,,201D TAMPINES STREET 21 #01-1155 524201,524201,MUIS Halal Certified,EERT20230001225,0.0,100.0,106.0,"muis,halaltag",11f1839f-4f76-4287-879a-e6583e1aec64,2014.0,41384.4689885899,37152.143589437,postal_exact
Anderson Cafeteria@Tuas Checkpoint (Mngd by Foodgle Hub P/L),,501 JALAN AHMAD IBRAHIM TUAS CHECK POINT 639937,639937,MUIS Halal Certified,EESC20240000201,0.0,100.0,109.0,"muis,halaltag",ca31c3b7-1449-4bde-be38-c34cf2015b53,2374.0,6054.84148402233,36838.8614223916,postal_exact
Add More Mala Hot Pot (Stall 49) @ Bukit Canberra Hawker Centre,,"21 CANBERRA LINK #01-49, (Stall 49) 756973",756973,MUIS Halal Certified,EEHK20240000124,0.0,100.0,103.0,"muis,halaltag",b0970d5a-0866-4f74-97bb-881b10ce76d5,2245.0,26825.4015596965,47767.1251461413,postal_exact
Auntie Anne's,,53 ANG MO KIO AVENUE 3 #01-09/10 AMK HUB 569933,569933,MUIS Halal Certified,EEBN21110012954,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0,29711.0075057196,39028.6385976207,postal_exact
Auntie Anne's,,1 SENGKANG SQUARE #B1-18 COMPASS ONE 545078,545078,MUIS Halal Certified,EESB20220000911,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0,34872.1834410084,41551.7693360616,postal_exact
Auntie Anne's,,17 PETIR ROAD #B2-31 HILLION MALL 678278,678278,MUIS Halal Certified,EESB20230001185,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0,20156.924196275,40045.5291034393,postal_exact
Auntie Anne's,,50 JURONG GATEWAY ROAD #B1-32 JEM 608549,608549,MUIS Halal Certified,EESB20220000455,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0,17988.4838308077,35058.3568146359,postal_exact
Auntie Anne's,,78 AIRPORT BOULEVARD #B2-272 JEWEL CHANGI AIRPORT 819666,819666,MUIS Halal Certified,EEBN21110012957,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0,45334.1767452694,38045.6719939336,postal_exact
Auntie Anne's,,1 JURONG WEST CENTRAL 2 #01-K2 JURONG POINT 648886,648886,MUIS Halal Certified,EERT20240001138,0.0,100.0,106.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0,13907.0305282837,35735.67771223,postal_exact
Auntie Anne's,,23 SERANGOON CENTRAL #03-K10 NEX 556083,556083,MUIS Halal Certified,EEBN21110012952,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0,32289.4083088608,36976.3859132938,postal_exact
Auntie Anne's,,930 YISHUN AVENUE 2 #B1-25 769098,769098,MUIS Halal Certified,EEBN21110012959,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0,28273.5290191257,45714.3116263431,postal_exact
Auntie Anne's,,80 MARINE PARADE ROAD #B1-08 PARKWAY PARADE 449269,449269,MUIS Halal Certified,EEBN21110012956,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0,36015.2572663743,31474.4648520965,postal_exact
Auntie Anne's,,"10 PAYA LEBAR ROAD #B2-K7 PAYA LEBAR QUARTER,B2-K7 409057",409057,MUIS Halal Certified,EEBN21110012955,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0,34688.1094547315,33331.1497676186,postal_exact
Auntie Anne's,,68 ORCHARD ROAD #B2-37 PLAZA SINGAPURA 238839,238839,MUIS Halal Certified,EEBN21110012953,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0,29307.5237809345,31463.6672937293,postal_exact
Auntie Anne's,,290 ORCHARD ROAD #B1-K34 THE PARAGON 238859,238859,MUIS Halal Certified,EESB20230001086,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0,28213.8713075072,31784.6085016429,postal_exact
Auntie Anne's,,11 BIDADARI PARK DRIVE #B1-K22 THE WOODLEIGH MALL 367803,367803,MUIS Halal Certified,EESB20230000768,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0,32277.0183821376,35651.5520587377,postal_exact
Auntie Anne's,,1 HARBOUR FRONT WALK #B2-K6 VIVO CITY 098585,098585,MUIS Halal Certified,EEBN21110012958,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0,26748.4993302505,27426.9234353155,postal_exact
Auntie Anne's,,83 PUNGGOL CENTRAL #B1-K13A WATERWAY POINT 828761,828761,MUIS Halal Certified,EESB20220000303,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0,35657.8013379965,43139.2621246278,postal_exact
ALL GOOD GOURMET,,23 SERANGOON CENTRAL #B2-49 NEX 556083,556083,MUIS Halal Certified,EERN21010011992,0.0,100.0,106.0,"muis,halaltag",73d3b7e4-57ac-401d-93fc-eadb59302b5d,354.0,32289.4083088608,36976.3859132938,postal_exact
AL-AZHAR,,11 & 12 CHEONG CHIN NAM ROAD 599736,599736,MUIS Halal Certified,EERT20240000904,0.0,100.0,106.0,"muis,halaltag",e1787484-2828-47c7-8b72-900d93cb3b65,179.0,21528.6810228564,36115.8611128815,postal_exact
Amigo's,,"421C NORTHSHORE DRIVE #01-01, Stall 9 823421",823421,MUIS Halal Certified,EEHK20230000028,0.0,100.0,103.0,"muis,halaltag",0803ae69-4a42-441f-9eb8-5d452651837a,826.0,36010.4796467526,44555.03271598,postal_exact
Amigo's,,"878C TAMPINES AVENUE 8 #01-66, Stall 2 523878",523878,MUIS Halal Certified,EEHN21060012424,0.0,100.0,103.0,"muis,halaltag",0803ae69-4a42-441f-9eb8-5d452651837a,826.0,38688.7606494464,37041.6473486144,postal_exact
Amigo's,,"131 MARSILING RISE #01-206, Stall 1 730131",730131,MUIS Halal Certified,EEHN21060012426,0.0,100.0,103.0,"muis,halaltag",0803ae69-4a42-441f-9eb8-5d452651837a,826.0,21912.1571563846,46685.3823676072,postal_exact
ANAS BAKERY,,55 SIMS AVENUE EAST #01-04 KEMBANGAN MRT STATION 416551,416551,MUIS Halal Certified,EESB20230001099,0.0,100.0,108.0,"muis,halaltag",730fd850-bdfe-44de-b7bd-904c2a1c9fc5,2143.0,36861.9614935443,33699.3440501876,postal_exact
ABANG RECIPES,,604 SEMBAWANG ROAD #B1-08/09 SEMBAWANG SHOPPING CENTRE 758459,758459,MUIS Halal Certified,EERX21030012188,0.0,100.0,106.0,"muis,halaltag",8254f20d-430b-4a86-bc49-2168f218abd3,1248.0,27051.0859117657,47047.237293398,postal_exact
Ayam Penyet Ria,,249 VICTORIA STREET #01 Bugis Village 188034,188034,MUIS Halal Certified,EERT20220001059,0.0,100.0,106.0,"muis,halaltag",eb1e3e82-e6d9-4f05-854f-be19d5f5031e,58.0,30444.2555859396,31420.9453059677,postal_exact
Ayam Penyet Ria,,1 JURONG WEST CENTRAL 2 #B1-06 JURONG POINT 648886,648886,MUIS Halal Certified,EERN21030012193,0.0,100.0,106.0,"muis,halaltag",eb1e3e82-e6d9-4f05-854f-be19d5f5031e,58.0,13907.0305282837,35735.67771223,postal_exact
Ayam Penyet Ria,,304 ORCHARD ROAD #04-25/26/27 LUCKY PLAZA 238863,238863,MUIS Halal Certified,EERN21030012197,0.0,100.0,106.0,"muis,halaltag",eb1e3e82-e6d9-4f05-854f-be19d5f5031e,58.0,28071.6446550656,31871.1689420138,postal_exact
Ayam Penyet Ria,,23 SERANGOON CENTRAL #01-57 NEX 556083,556083,MUIS Halal Certified,EERT20220001058,0.0,100.0,106.0,"muis,halaltag",eb1e3e82-e6d9-4f05-854f-be19d5f5031e,58.0,32289.4083088608,36976.3859132938,postal_exact
Ayam Penyet Ria,,11 RIVERVALE CRESCENT #01-08/09/10 RIVERVALE MALL 545082,545082,MUIS Halal Certified,EERN21030012198,0.0,100.0,106.0,"muis,halaltag",eb1e3e82-e6d9-4f05-854f-be19d5f5031e,58.0,35919.7396821184,41601.6646846253,postal_exact
Ayam Penyet Ria,,6 WOODLANDS SQUARE #B2-03 WOODS SQUARE 737737,737737,MUIS Halal Certified,EERN21030012196,0.0,100.0,106.0,"muis,halaltag",eb1e3e82-e6d9-4f05-854f-be19d5f5031e,58.0,22728.8046400957,46316.1292806994,postal_exact
ABANG GEMUK (S9) @ O2 CAFE 134 BUKIT BATOK,,"134 BUKIT BATOK WEST AVENUE 6 #01-463, STALL 9 650134",650134,MUIS Halal Certified,EEHK20230000711,0.0,100.0,103.0,"muis,halaltag",d534c8ac-9b62-4d1f-b702-033e4348868b,1042.0,18116.5585966576,37077.7480030619,postal_exact
AYAM PENYET PRESIDENT,,2 TAMPINES CENTRAL 5 #B1-20 CENTURY SQUARE 529509,529509,MUIS Halal Certified,EERN21110012954,0.0,100.0,106.0,"muis,halaltag",fc7a97bd-0df5-4190-85b8-ee7c7c2ef09d,317.0,40296.7094797157,37163.8108075112,postal_exact
AYAM PENYET PRESIDENT,,445 BEDOK NORTH STREET 1 #01-07 DJITSUN MALL BEDOK 469661,469661,MUIS Halal Certified,EERN21100012950,0.0,100.0,106.0,"muis,halaltag",fc7a97bd-0df5-4190-85b8-ee7c7c2ef09d,317.0,38710.0881669372,34261.3041274194,postal_exact
AYAM PENYET PRESIDENT,,3151 COMMONWEALTH AVENUE WEST #01-19/23 GRANTRAL MALL @ CLEMENTI 129581,129581,MUIS Halal Certified,EERT20230000938,0.0,100.0,106.0,"muis,halaltag",fc7a97bd-0df5-4190-85b8-ee7c7c2ef09d,317.0,20413.2100247061,32950.9688186739,postal_exact
AYAM PENYET PRESIDENT,,17 PETIR ROAD #B2-57 & 58 HILLION MALL 678278,678278,MUIS Halal Certified,EERX21100012948,0.0,100.0,106.0,"muis,halaltag",fc7a97bd-0df5-4190-85b8-ee7c7c2ef09d,317.0,20156.924196275,40045.5291034393,postal_exact
AYAM PENYET PRESIDENT,,112 EAST COAST ROAD #04-07 112 KATONG 428802,428802,MUIS Halal Certified,EERT20220000809,0.0,100.0,106.0,"muis,halaltag",fc7a97bd-0df5-4190-85b8-ee7c7c2ef09d,317.0,35982.6165148774,31948.7392463963,postal_exact
AYAM PENYET PRESIDENT,,1 NORTH COAST AVENUE #01-03 1 NORTH COAST 737663,737663,MUIS Halal Certified,EERT20240000090,0.0,100.0,106.0,"muis,halaltag",fc7a97bd-0df5-4190-85b8-ee7c7c2ef09d,317.0,23333.3124220399,47576.9898145162,postal_exact
AYAM PENYET PRESIDENT,,1 Stadium Place #01-23 397628,397628,MUIS Halal Certified,EERX21110012953,0.0,100.0,106.0,"muis,halaltag",fc7a97bd-0df5-4190-85b8-ee7c7c2ef09d,317.0,32432.8422906362,31712.9829503335,postal_exact
AYAM PENYET PRESIDENT,,304 ORCHARD ROAD #03-36/37 LUCKY PLAZA 238863,238863,MUIS Halal Certified,EERX21100012946,0.0,100.0,106.0,"muis,halaltag",fc7a97bd-0df5-4190-85b8-ee7c7c2ef09d,317.0,28071.6446550656,31871.1689420138,postal_exact
AYAM PENYET PRESIDENT,,930 YISHUN AVENUE 2 #B1-54 NORTHPOINT 769098,769098,MUIS Halal Certified,EERN21100012945,0.0,100.0,106.0,"muis,halaltag",fc7a97bd-0df5-4190-85b8-ee7c7c2ef09d,317.0,28273.5290191257,45714.3116263431,postal_exact
Ayam Penyet President Express,,1187 UPPER SERANGOON ROAD #01-17 THE MIDTOWN 533971,533971,MUIS Halal Certified,EEBN21110012907,0.0,100.0,108.0,"muis,halaltag",72a7576a-da71-424a-8f8f-c8e15583f131,317.0,34896.83710723,39169.0242907554,postal_exact
AYAM PENYET PRESIDENT,,2 TAI THONG CRESCENT #01-15 THE VENUE SHOPPES 347836,347836,MUIS Halal Certified,EERT20220000810,0.0,100.0,106.0,"muis,halaltag",fc7a97bd-0df5-4190-85b8-ee7c7c2ef09d,317.0,32001.1766515719,34557.2744909097,postal_exact
ANDES,,1 JELEBU ROAD #03-10 BUKIT PANJANG PLAZA 677743,677743,MUIS Halal Certified,EERN21070012653,0.0,100.0,106.0,"muis,halaltag",0faa4de1-f31a-4ef8-9dee-954861ff5c21,663.0,20325.461808118,40210.2194124069,postal_exact
ANDES,,"80 AIRPORT BOULEVARD,CHANGI AIRPORT #03-18 T1, LEVEL 3 VIEWING MALL CTRL 819642",819642,MUIS Halal Certified,EERN21070012647,0.0,100.0,106.0,"muis,halaltag",0faa4de1-f31a-4ef8-9dee-954861ff5c21,663.0,45504.218736439,38150.7544729207,postal_exact
ANDES,,10 AIRPORT BOULEVARD #02-202 CHANGI AIRPORT TERMINAL 4 819665,819665,MUIS Halal Certified,EERT20220000657,0.0,100.0,106.0,"muis,halaltag",0faa4de1-f31a-4ef8-9dee-954861ff5c21,663.0,44728.7126766481,35591.3280028757,postal_exact
ANDES,,5 CHANGI BUSINESS PARK CENTRAL 1 #02-02a CHANGI CITY POINT 486038,486038,MUIS Halal Certified,EERT20230000894,0.0,100.0,106.0,"muis,halaltag",0faa4de1-f31a-4ef8-9dee-954861ff5c21,663.0,42426.1948593352,35142.0820227042,postal_exact
ANDES,,1 Pasir Ris Close #02-325 E!Hub @ Downtown East 519599,519599,MUIS Halal Certified,EERN21070012650,0.0,100.0,106.0,"muis,halaltag",0faa4de1-f31a-4ef8-9dee-954861ff5c21,663.0,41557.3568058563,39854.1394968368,postal_exact
ANDES,,3 SIMEI STREET 6 #01-13 EASTPOINT MALL 528833,528833,MUIS Halal Certified,EERN21060012480,0.0,100.0,106.0,"muis,halaltag",0faa4de1-f31a-4ef8-9dee-954861ff5c21,663.0,41321.990633836,36095.4413322229,postal_exact
ANDES,,750 Chai Chee Road #01-30 Technopark @ Chai Chee 469000,469000,MUIS Halal Certified,EERN21070012652,0.0,100.0,106.0,"muis,halaltag",0faa4de1-f31a-4ef8-9dee-954861ff5c21,663.0,37880.8159072176,33988.3764167186,postal_exact
ANDES,,2 JURONG EAST STREET 21 #01-96 IMM BUILDING 609601,609601,MUIS Halal Certified,EERT20240001249,0.0,100.0,106.0,"muis,halaltag",0faa4de1-f31a-4ef8-9dee-954861ff5c21,663.0,18381.9356864095,35229.409786731,postal_exact
ANDES,,6 WOODLANDS SQUARE #01-13/16 WOODS SQUARE 737737,737737,MUIS Halal Certified,EERN21070012648,0.0,100.0,106.0,"muis,halaltag",0faa4de1-f31a-4ef8-9dee-954861ff5c21,663.0,22728.8046400957,46316.1292806994,postal_exact
AJ Delights (S82 & 83) @ Alexandra Village Food Centre,,120 BUKIT MERAH LANE 1 #01-82&83 Alexandra Village Food Centre 150120,150120,MUIS Halal Certified,EEHN21120013019,0.0,100.0,103.0,"muis,halaltag",e29e1f89-40a1-4021-930f-42558e6dd7d8,1164.0,24791.9139356269,29858.7134501822,postal_exact
AJ Delights Snacks,,339 ANCHORVALE ROAD #B1-02 ANCHORVALE VILLAGE 540339,540339,MUIS Halal Certified,EESB20250000250,0.0,100.0,108.0,"muis,halaltag",b7a79b92-730c-4cc3-9f82-e8c5b1be1794,1164.0,34133.9829132929,42075.8777559884,postal_exact
AJ DELIGHTS,,2 TAMPINES CENTRAL 5 #B1-32 CENTURY SQUARE 529509,529509,MUIS Halal Certified,EESB20250000078,0.0,100.0,108.0,"muis,halaltag",f7a35aac-6bce-48aa-8fc3-5711266db911,1164.0,40296.7094797157,37163.8108075112,postal_exact
AJ DELIGHTS,,1 FUSIONOPOLIS WAY #B1-22 CONNEXIS 138632,138632,MUIS Halal Certified,EERT20230000920,0.0,100.0,106.0,"muis,halaltag",f7a35aac-6bce-48aa-8fc3-5711266db911,1164.0,22916.4807585794,31328.5716571808,postal_exact
"ASAM TREE CAFE, BAKERY AND RESTAURANT",,709 ANG MO KIO AVENUE 8 #01-2609 560709,560709,MUIS Halal Certified,EERT20230000647,0.0,100.0,106.0,"muis,halaltag",fc7d0e16-0124-44ca-bf79-aadcff8d3187,551.0,29596.2838566834,39238.9064364713,postal_exact
Anna's,,681 PUNGGOL DRIVE #01-04 OASIS TERRACES 820681,820681,MUIS Halal Certified,EERT20230000129,0.0,100.0,106.0,"muis,halaltag",62248ee5-adfa-4246-b3fb-3915823c2686,1897.0,36891.3954429701,42737.9701953474,postal_exact
Ayam Penyet YB (S9) @ Jurong West Hawker Centre.,,"50 JURONG WEST STREET 61 #02-09, STALL 9 648202",648202,MUIS Halal Certified,EEHK20240000026,0.0,100.0,103.0,"muis,halaltag",585a6af2-fa77-40bd-88e0-0cefae3e46ca,2249.0,12856.1163570611,35936.1073061898,postal_exact
Bizlink Cafe,,10 BUANGKOK VIEW INSTITUTE OF MENTAL HEALTH 539747,539747,MUIS Halal Certified,FPGX21120001621,0.0,200.0,202.0,"muis,halaltag",d4672ef5-1ac0-4a7a-8dfe-488e6639b82b,368.0,33828.2181632193,40338.6487374194,postal_exact
Bedok One Hokkien Prawn Mee (S15) @ Fernvale Hawker Centre,,"21 SENGKANG WEST AVENUE #03-15 FERNVALE COMMUNITY CENTRE, FERNVALE HAWKER CENTRE & MARKET 797650",797650,MUIS Halal Certified,EEHK20220000979,0.0,100.0,103.0,"muis,halaltag",d0ddc2d6-df59-4025-8584-490f43e06031,2246.0,32861.2189197866,41515.4977280423,postal_exact
Bali Thai Restaurant,,1 WOODLANDS SQUARE #05-05 CAUSEWAY POINT 738099,738099,MUIS Halal Certified,EERN21070012698,0.0,100.0,106.0,"muis,halaltag",9a364ce4-e56d-44ac-b375-786f51bdbbab,1.0,22699.5234229155,46412.0238526929,postal_exact
Bali Thai Restaurant,,2 JURONG EAST STREET 21 #01-21 IMM BUILDING 609601,609601,MUIS Halal Certified,EERN21070012696,0.0,100.0,106.0,"muis,halaltag",9a364ce4-e56d-44ac-b375-786f51bdbbab,1.0,18381.9356864095,35229.409786731,postal_exact
Bali Thai Restaurant,,23 Serangoon Central #02-13 NEX 556083,556083,MUIS Halal Certified,EERN21070012699,0.0,100.0,106.0,"muis,halaltag",9a364ce4-e56d-44ac-b375-786f51bdbbab,1.0,32289.4083088608,36976.3859132938,postal_exact
Bali Thai Restaurant,,391 ORCHARD ROAD #05-29 TAKASHIMAYA SHOPPING CENTRE 238872,238872,MUIS Halal Certified,EERN21070012695,0.0,100.0,106.0,"muis,halaltag",9a364ce4-e56d-44ac-b375-786f51bdbbab,1.0,28207.3720752392,31620.7876102384,postal_exact
Bali Thai Restaurant,,"3 TEMASEK BOULEVARD #B1-121B, B1-121A SUNTEC CITY MALL 038983",038983,MUIS Halal Certified,EERN21070012697,0.0,100.0,106.0,"muis,halaltag",9a364ce4-e56d-44ac-b375-786f51bdbbab,1.0,31006.546098751,30804.5639691036,postal_exact
BEBEK GORENG PAK NDUT,,304 ORCHARD ROAD #01-42/43/44 LUCKY PLAZA 238863,238863,MUIS Halal Certified,EERX22020013461,0.0,100.0,106.0,"muis,halaltag",8a1a47e2-cc40-4e34-a369-4dfb13460599,844.0,28071.6446550656,31871.1689420138,postal_exact
