name,outlet_name,address,postal_code,latitude,longitude,muis_halal_status,cuisine,website,phone,certificate_number,type,scheme,sub_scheme,data_sources,muis_place_id,halaltag_place_id
ARTEASE CAFE,,1 PUNGGOL DRIVE #02-45 ONE PUNGGOL 828629,828629.0,,,MUIS Halal Certified,,,,EERT20230001273,0.0,100.0,106.0,"muis,halaltag",d3fac8ea-3845-4de7-bb71-c4a6aebaf302,2222.0
ARTEASE CAFE,,900 SOUTH WOODLANDS DRIVE #01-03 WOODLANDS CIVIC CENTRE 730900,730900.0,,,MUIS Halal Certified,,,,EERT20230001274,0.0,100.0,106.0,"muis,halaltag",d3fac8ea-3845-4de7-bb71-c4a6aebaf302,2222.0
Atrium Kitchen @ Holiday Inn Singapore Atrium,,317 OUTRAM ROAD #04-00 HOLIDAY INN SINGAPORE ATRIUM 169075,169075.0,,,MUIS Halal Certified,,,,FPCN21120001634,0.0,200.0,201.0,"muis,halaltag",5d05fdd7-d64f-464c-a0a9-e9d511d0efb5,1236.0
Adam Chicken,,503 WEST COAST DRIVE #01-28 Ayer Rajah Food Centre 120503,120503.0,,,MUIS Halal Certified,,,,EEHN22020013198,0.0,100.0,103.0,"muis,halaltag",a38ed3f3-c19b-4c8c-9a5f-858750d8c7af,1455.0
Al Zamira Restaurant,,724 ANG MO KIO AVENUE 6 #01-04 560724,560724.0,,,MUIS Halal Certified,,,,EEHN21050012316,0.0,100.0,103.0,"muis,halaltag",0b0eb390-cdb8-4f3b-8bc5-d45cc75e3072,2394.0
A&W,,53 ANG MO KIO AVENUE 3 #B1-47/48/ 51/51A AMK HUB 569933,569933.0,,,MUIS Halal Certified,,,,EERN21110013211,0.0,100.0,106.0,"muis,halaltag",6582f2a0-3687-45a5-8822-fe3666534ec0,1080.0
A&W,,20 MANDAI LAKE ROAD #02-01 729825,729825.0,,,MUIS Halal Certified,,,,EERT20230000639,0.0,100.0,106.0,"muis,halaltag",6582f2a0-3687-45a5-8822-fe3666534ec0,1080.0
A&W,,133 CANBERRA VIEW #01-04/26/27 CANBERRA PLAZA 750133,750133.0,,,MUIS Halal Certified,,,,EERN21110013212,0.0,100.0,106.0,"muis,halaltag",6582f2a0-3687-45a5-8822-fe3666534ec0,1080.0
A&W,,78 AIRPORT BOULEVARD #B2-209 819666,819666.0,,,MUIS Halal Certified,,,,EERN21110013210,0.0,100.0,106.0,"muis,halaltag",6582f2a0-3687-45a5-8822-fe3666534ec0,1080.0
A&W,,11 BIDADARI PARK DRIVE #01-40 THE WOODLEIGH MALL 367803,367803.0,,,MUIS Halal Certified,,,,EERT20230000777,0.0,100.0,106.0,"muis,halaltag",6582f2a0-3687-45a5-8822-fe3666534ec0,1080.0
APSN Cafe for All - Centre for Adults.,,11 JALAN UBI #01-51 KEMBANGAN-CHAI CHEE COMMUNITY HUB 409074,409074.0,,,MUIS Halal Certified,,,,EERT20250000193,0.0,100.0,106.0,"muis,halaltag",243bb4b3-54fc-4a4a-ba5f-df8076f67f03,1633.0
Ace Western (MR2)@Foodgle Hub ITE College West,,"1 CHOA CHU KANG GROVE #03-05 ITE COLLEGE WEST, MR2 (PART OF) 688236",688236.0,,,MUIS Halal Certified,,,,EEHK20230000029,0.0,100.0,103.0,"muis,halaltag",2287ca65-3b80-4a9a-82d8-8b2cd3cfe9c3,2464.0
ARNOLD'S,,215 BEDOK NORTH STREET 1 #01-83 460215,460215.0,,,MUIS Halal Certified,,,,EERN21060012495,0.0,100.0,106.0,"muis,halaltag",571266fe-a5d4-499d-9f7c-fd6edf1a9f34,35.0
ARNOLD'S,,810 GEYLANG ROAD #02-99/10 CITY PLAZA 409286,409286.0,,,MUIS Halal Certified,,,,EERN21060012493,0.0,100.0,106.0,"muis,halaltag",571266fe-a5d4-499d-9f7c-fd6edf1a9f34,35.0
ARNOLD'S,,21 HOUGANG STREET 51 #01-49 HOUGANG GREEN SHOPPING MALL 538719,538719.0,,,MUIS Halal Certified,,,,EERN21060012494,0.0,100.0,106.0,"muis,halaltag",571266fe-a5d4-499d-9f7c-fd6edf1a9f34,35.0
ARNOLD'S,,5 TAMPINES AVENUE 3 #02-07 TAMPINES WEST COMMUNITY CLUB 529705,529705.0,,,MUIS Halal Certified,,,,EERN21060012496,0.0,100.0,106.0,"muis,halaltag",571266fe-a5d4-499d-9f7c-fd6edf1a9f34,35.0
A-Po Hokkien Mee (MR1) @ The Food Market Century Square,,"2 TAMPINES CENTRAL 5 #03-19 CENTURY SQUARE, MR1 529509",529509.0,,,MUIS Halal Certified,,,,EEHN22010013112,0.0,100.0,103.0,"muis,halaltag",b7d36a1f-5610-4f93-9fe8-f83838c63d7b,1207.0
A-PO Hokkien Mee (S9)@Food Junction Lot One,,"21 CHOA CHU KANG AVENUE 4 LOT ONE, SHOPPERS' MALL, Stall 9 689812",689812.0,,,MUIS Halal Certified,,,,EEHK20230000110,0.0,100.0,103.0,"muis,halaltag",5960f873-dc13-44bb-b02d-c30ea524f45b,1207.0
AH B BAKERY(S10) @ KEDAI KOPI 376 BT BATOK,,"376 BUKIT BATOK STREET 31 #01-126, STALL 10 650376",650376.0,,,MUIS Halal Certified,,,,EEHK20230001243,0.0,100.0,103.0,"muis,halaltag",e3ffd4bb-47b5-4442-a997-2a2e1943d1e9,2467.0
ANNABELLA PATISSERIE,,1 WOODLANDS SQUARE #B1-K05 CAUSEWAY POINT 738099,738099.0,,,MUIS Halal Certified,,,,EESB20240000922,0.0,100.0,108.0,"muis,halaltag",1f4ae3f6-0bc3-4e2e-8adb-af78ce644180,1592.0
ANNABELLA PATISSERIE,,1 SENGKANG SQUARE #01-22 COMPASS ONE 545078,545078.0,,,MUIS Halal Certified,,,,EESB20240000921,0.0,100.0,108.0,"muis,halaltag",1f4ae3f6-0bc3-4e2e-8adb-af78ce644180,1592.0
Apma Foods,,107 LORONG 1 TOA PAYOH #01-264 TOA PAYOH NORTH 310107,310107.0,,,MUIS Halal Certified,,,,EERT20230000882,0.0,100.0,106.0,"muis,halaltag",e4b544ed-9ac9-4596-a9b4-2b397549f129,2452.0
Al Madina Prata Corner,,"155 BUKIT BATOK STREET 11 #01-324, Stall 12 650155",650155.0,,,MUIS Halal Certified,,,,EEHN22010013071,0.0,100.0,103.0,"muis,halaltag",18ce2f76-9e97-448b-a1a1-362b68565920,938.0
Al Madina Famous Prata Corner,,"635C SENJA ROAD #01-01,STALL 8 673635",673635.0,,,MUIS Halal Certified,,,,EEHN22010013074,0.0,100.0,103.0,"muis,halaltag",0b14edbc-79ce-41c0-be19-0db857291c69,938.0
Al Madina Famous Prata Corner,,"257 BANGKIT ROAD #01-61 BUKIT PANJANG NEW TOWN, STALL 4 670257",670257.0,,,MUIS Halal Certified,,,,EEHN22010013075,0.0,100.0,103.0,"muis,halaltag",0b14edbc-79ce-41c0-be19-0db857291c69,938.0
Al Madina Famous Prata Corner,,"413 BUKIT BATOK WEST AVENUE 4 #01-220, Stall 2 650413",650413.0,,,MUIS Halal Certified,,,,EEHN22010013072,0.0,100.0,103.0,"muis,halaltag",0b14edbc-79ce-41c0-be19-0db857291c69,938.0
Al Madina Famous Prata Corner,,"494 TAMPINES STREET 45 #01-06, Stall 5 523494",523494.0,,,MUIS Halal Certified,,,,EEHN22010013077,0.0,100.0,103.0,"muis,halaltag",0b14edbc-79ce-41c0-be19-0db857291c69,938.0
Al Madina Famous Prata Corner,,"167 WOODLANDS STREET 11 #01-07, Stall 2 730167",730167.0,,,MUIS Halal Certified,,,,EEHN22010013076,0.0,100.0,103.0,"muis,halaltag",0b14edbc-79ce-41c0-be19-0db857291c69,938.0
AL MAKAN,,201D TAMPINES STREET 21 #01-1155 524201,524201.0,,,MUIS Halal Certified,,,,EERT20230001225,0.0,100.0,106.0,"muis,halaltag",11f1839f-4f76-4287-879a-e6583e1aec64,2014.0
Anderson Cafeteria@Tuas Checkpoint (Mngd by Foodgle Hub P/L),,501 JALAN AHMAD IBRAHIM TUAS CHECK POINT 639937,639937.0,,,MUIS Halal Certified,,,,EESC20240000201,0.0,100.0,109.0,"muis,halaltag",ca31c3b7-1449-4bde-be38-c34cf2015b53,2374.0
Add More Mala Hot Pot (Stall 49) @ Bukit Canberra Hawker Centre,,"21 CANBERRA LINK #01-49, (Stall 49) 756973",756973.0,,,MUIS Halal Certified,,,,EEHK20240000124,0.0,100.0,103.0,"muis,halaltag",b0970d5a-0866-4f74-97bb-881b10ce76d5,2245.0
Auntie Anne's,,53 ANG MO KIO AVENUE 3 #01-09/10 AMK HUB 569933,569933.0,,,MUIS Halal Certified,,,,EEBN21110012954,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0
Auntie Anne's,,1 SENGKANG SQUARE #B1-18 COMPASS ONE 545078,545078.0,,,MUIS Halal Certified,,,,EESB20220000911,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0
Auntie Anne's,,17 PETIR ROAD #B2-31 HILLION MALL 678278,678278.0,,,MUIS Halal Certified,,,,EESB20230001185,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0
Auntie Anne's,,50 JURONG GATEWAY ROAD #B1-32 JEM 608549,608549.0,,,MUIS Halal Certified,,,,EESB20220000455,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0
Auntie Anne's,,78 AIRPORT BOULEVARD #B2-272 JEWEL CHANGI AIRPORT 819666,819666.0,,,MUIS Halal Certified,,,,EEBN21110012957,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0
Auntie Anne's,,1 JURONG WEST CENTRAL 2 #01-K2 JURONG POINT 648886,648886.0,,,MUIS Halal Certified,,,,EERT20240001138,0.0,100.0,106.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0
Auntie Anne's,,23 SERANGOON CENTRAL #03-K10 NEX 556083,556083.0,,,MUIS Halal Certified,,,,EEBN21110012952,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0
Auntie Anne's,,930 YISHUN AVENUE 2 #B1-25 769098,769098.0,,,MUIS Halal Certified,,,,EEBN21110012959,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0
Auntie Anne's,,80 MARINE PARADE ROAD #B1-08 PARKWAY PARADE 449269,449269.0,,,MUIS Halal Certified,,,,EEBN21110012956,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0
Auntie Anne's,,"10 PAYA LEBAR ROAD #B2-K7 PAYA LEBAR QUARTER,B2-K7 409057",409057.0,,,MUIS Halal Certified,,,,EEBN21110012955,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0
Auntie Anne's,,68 ORCHARD ROAD #B2-37 PLAZA SINGAPURA 238839,238839.0,,,MUIS Halal Certified,,,,EEBN21110012953,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0
Auntie Anne's,,290 ORCHARD ROAD #B1-K34 THE PARAGON 238859,238859.0,,,MUIS Halal Certified,,,,EESB20230001086,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0
Auntie Anne's,,11 BIDADARI PARK DRIVE #B1-K22 THE WOODLEIGH MALL 367803,367803.0,,,MUIS Halal Certified,,,,EESB20230000768,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0
Auntie Anne's,,1 HARBOUR FRONT WALK #B2-K6 VIVO CITY 098585,98585.0,,,MUIS Halal Certified,,,,EEBN21110012958,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0
Auntie Anne's,,83 PUNGGOL CENTRAL #B1-K13A WATERWAY POINT 828761,828761.0,,,MUIS Halal Certified,,,,EESB20220000303,0.0,100.0,108.0,"muis,halaltag",b75b12a6-173e-403b-984f-ea338662de63,1728.0
ALL GOOD GOURMET,,23 SERANGOON CENTRAL #B2-49 NEX 556083,556083.0,,,MUIS Halal Certified,,,,EERN21010011992,0.0,100.0,106.0,"muis,halaltag",73d3b7e4-57ac-401d-93fc-eadb59302b5d,354.0
AL-AZHAR,,11 & 12 CHEONG CHIN NAM ROAD 599736,599736.0,,,MUIS Halal Certified,,,,EERT20240000904,0.0,100.0,106.0,"muis,halaltag",e1787484-2828-47c7-8b72-900d93cb3b65,179.0
Amigo's,,"421C NORTHSHORE DRIVE #01-01, Stall 9 823421",823421.0,,,MUIS Halal Certified,,,,EEHK20230000028,0.0,100.0,103.0,"muis,halaltag",0803ae69-4a42-441f-9eb8-5d452651837a,826.0
Amigo's,,"878C TAMPINES AVENUE 8 #01-66, Stall 2 523878",523878.0,,,MUIS Halal Certified,,,,EEHN21060012424,0.0,100.0,103.0,"muis,halaltag",0803ae69-4a42-441f-9eb8-5d452651837a,826.0
Amigo's,,"131 MARSILING RISE #01-206, Stall 1 730131",730131.0,,,MUIS Halal Certified,,,,EEHN21060012426,0.0,100.0,103.0,"muis,halaltag",0803ae69-4a42-441f-9eb8-5d452651837a,826.0
ANAS BAKERY,,55 SIMS AVENUE EAST #01-04 KEMBANGAN MRT STATION 416551,416551.0,,,MUIS Halal Certified,,,,EESB20230001099,0.0,100.0,108.0,"muis,halaltag",730fd850-bdfe-44de-b7bd-904c2a1c9fc5,2143.0
ABANG RECIPES,,604 SEMBAWANG ROAD #B1-08/09 SEMBAWANG SHOPPING CENTRE 758459,758459.0,,,MUIS Halal Certified,,,,EERX21030012188,0.0,100.0,106.0,"muis,halaltag",8254f20d-430b-4a86-bc49-2168f218abd3,1248.0
Ayam Penyet Ria,,249 VICTORIA STREET #01 Bugis Village 188034,188034.0,,,MUIS Halal Certified,,,,EERT20220001059,0.0,100.0,106.0,"muis,halaltag",eb1e3e82-e6d9-4f05-854f-be19d5f5031e,58.0
Ayam Penyet Ria,,1 JURONG WEST CENTRAL 2 #B1-06 JURONG POINT 648886,648886.0,,,MUIS Halal Certified,,,,EERN21030012193,0.0,100.0,106.0,"muis,halaltag",eb1e3e82-e6d9-4f05-854f-be19d5f5031e,58.0
Ayam Penyet Ria,,304 ORCHARD ROAD #04-25/26/27 LUCKY PLAZA 238863,238863.0,,,MUIS Halal Certified,,,,EERN21030012197,0.0,100.0,106.0,"muis,halaltag",eb1e3e82-e6d9-4f05-854f-be19d5f5031e,58.0
Ayam Penyet Ria,,23 SERANGOON CENTRAL #01-57 NEX 556083,556083.0,,,MUIS Halal Certified,,,,EERT20220001058,0.0,100.0,106.0,"muis,halaltag",eb1e3e82-e6d9-4f05-854f-be19d5f5031e,58.0
Ayam Penyet Ria,,11 RIVERVALE CRESCENT #01-08/09/10 RIVERVALE MALL 545082,545082.0,,,MUIS Halal Certified,,,,EERN21030012198,0.0,100.0,106.0,"muis,halaltag",eb1e3e82-e6d9-4f05-854f-be19d5f5031e,58.0
Ayam Penyet Ria,,6 WOODLANDS SQUARE #B2-03 WOODS SQUARE 737737,737737.0,,,MUIS Halal Certified,,,,EERN21030012196,0.0,100.0,106.0,"muis,halaltag",eb1e3e82-e6d9-4f05-854f-be19d5f5031e,58.0
ABANG GEMUK (S9) @ O2 CAFE 134 BUKIT BATOK,,"134 BUKIT BATOK WEST AVENUE 6 #01-463, STALL 9 650134",650134.0,,,MUIS Halal Certified,,,,EEHK20230000711,0.0,100.0,103.0,"muis,halaltag",d534c8ac-9b62-4d1f-b702-033e4348868b,1042.0
AYAM PENYET PRESIDENT,,2 TAMPINES CENTRAL 5 #B1-20 CENTURY SQUARE 529509,529509.0,,,MUIS Halal Certified,,,,EERN21110012954,0.0,100.0,106.0,"muis,halaltag",fc7a97bd-0df5-4190-85b8-ee7c7c2ef09d,317.0
AYAM PENYET PRESIDENT,,445 BEDOK NORTH STREET 1 #01-07 DJITSUN MALL BEDOK 469661,469661.0,,,MUIS Halal Certified,,,,EERN21100012950,0.0,100.0,106.0,"muis,halaltag",fc7a97bd-0df5-4190-85b8-ee7c7c2ef09d,317.0
AYAM PENYET PRESIDENT,,3151 COMMONWEALTH AVENUE WEST #01-19/23 GRANTRAL MALL @ CLEMENTI 129581,129581.0,,,MUIS Halal Certified,,,,EERT20230000938,0.0,100.0,106.0,"muis,halaltag",fc7a97bd-0df5-4190-85b8-ee7c7c2ef09d,317.0
AYAM PENYET PRESIDENT,,17 PETIR ROAD #B2-57 & 58 HILLION MALL 678278,678278.0,,,MUIS Halal Certified,,,,EERX21100012948,0.0,100.0,106.0,"muis,halaltag",fc7a97bd-0df5-4190-85b8-ee7c7c2ef09d,317.0
AYAM PENYET PRESIDENT,,112 EAST COAST ROAD #04-07 112 KATONG 428802,428802.0,,,MUIS Halal Certified,,,,EERT20220000809,0.0,100.0,106.0,"muis,halaltag",fc7a97bd-0df5-4190-85b8-ee7c7c2ef09d,317.0
AYAM PENYET PRESIDENT,,1 NORTH COAST AVENUE #01-03 1 NORTH COAST 737663,737663.0,,,MUIS Halal Certified,,,,EERT20240000090,0.0,100.0,106.0,"muis,halaltag",fc7a97bd-0df5-4190-85b8-ee7c7c2ef09d,317.0
AYAM PENYET PRESIDENT,,1 Stadium Place #01-23 397628,397628.0,,,MUIS Halal Certified,,,,EERX21110012953,0.0,100.0,106.0,"muis,halaltag",fc7a97bd-0df5-4190-85b8-ee7c7c2ef09d,317.0
AYAM PENYET PRESIDENT,,304 ORCHARD ROAD #03-36/37 LUCKY PLAZA 238863,238863.0,,,MUIS Halal Certified,,,,EERX21100012946,0.0,100.0,106.0,"muis,halaltag",fc7a97bd-0df5-4190-85b8-ee7c7c2ef09d,317.0
AYAM PENYET PRESIDENT,,930 YISHUN AVENUE 2 #B1-54 NORTHPOINT 769098,769098.0,,,MUIS Halal Certified,,,,EERN21100012945,0.0,100.0,106.0,"muis,halaltag",fc7a97bd-0df5-4190-85b8-ee7c7c2ef09d,317.0
Ayam Penyet President Express,,1187 UPPER SERANGOON ROAD #01-17 THE MIDTOWN 533971,533971.0,,,MUIS Halal Certified,,,,EEBN21110012907,0.0,100.0,108.0,"muis,halaltag",72a7576a-da71-424a-8f8f-c8e15583f131,317.0
AYAM PENYET PRESIDENT,,2 TAI THONG CRESCENT #01-15 THE VENUE SHOPPES 347836,347836.0,,,MUIS Halal Certified,,,,EERT20220000810,0.0,100.0,106.0,"muis,halaltag",fc7a97bd-0df5-4190-85b8-ee7c7c2ef09d,317.0
ANDES,,1 JELEBU ROAD #03-10 BUKIT PANJANG PLAZA 677743,677743.0,,,MUIS Halal Certified,,,,EERN21070012653,0.0,100.0,106.0,"muis,halaltag",0faa4de1-f31a-4ef8-9dee-954861ff5c21,663.0
ANDES,,"80 AIRPORT BOULEVARD,CHANGI AIRPORT #03-18 T1, LEVEL 3 VIEWING MALL CTRL 819642",819642.0,,,MUIS Halal Certified,,,,EERN21070012647,0.0,100.0,106.0,"muis,halaltag",0faa4de1-f31a-4ef8-9dee-954861ff5c21,663.0
ANDES,,10 AIRPORT BOULEVARD #02-202 CHANGI AIRPORT TERMINAL 4 819665,819665.0,,,MUIS Halal Certified,,,,EERT20220000657,0.0,100.0,106.0,"muis,halaltag",0faa4de1-f31a-4ef8-9dee-954861ff5c21,663.0
ANDES,,5 CHANGI BUSINESS PARK CENTRAL 1 #02-02a CHANGI CITY POINT 486038,486038.0,,,MUIS Halal Certified,,,,EERT20230000894,0.0,100.0,106.0,"muis,halaltag",0faa4de1-f31a-4ef8-9dee-954861ff5c21,663.0
ANDES,,1 Pasir Ris Close #02-325 E!Hub @ Downtown East 519599,519599.0,,,MUIS Halal Certified,,,,EERN21070012650,0.0,100.0,106.0,"muis,halaltag",0faa4de1-f31a-4ef8-9dee-954861ff5c21,663.0
ANDES,,3 SIMEI STREET 6 #01-13 EASTPOINT MALL 528833,528833.0,,,MUIS Halal Certified,,,,EERN21060012480,0.0,100.0,106.0,"muis,halaltag",0faa4de1-f31a-4ef8-9dee-954861ff5c21,663.0
ANDES,,750 Chai Chee Road #01-30 Technopark @ Chai Chee 469000,469000.0,,,MUIS Halal Certified,,,,EERN21070012652,0.0,100.0,106.0,"muis,halaltag",0faa4de1-f31a-4ef8-9dee-954861ff5c21,663.0
ANDES,,2 JURONG EAST STREET 21 #01-96 IMM BUILDING 609601,609601.0,,,MUIS Halal Certified,,,,EERT20240001249,0.0,100.0,106.0,"muis,halaltag",0faa4de1-f31a-4ef8-9dee-954861ff5c21,663.0
ANDES,,6 WOODLANDS SQUARE #01-13/16 WOODS SQUARE 737737,737737.0,,,MUIS Halal Certified,,,,EERN21070012648,0.0,100.0,106.0,"muis,halaltag",0faa4de1-f31a-4ef8-9dee-954861ff5c21,663.0
AJ Delights (S82 & 83) @ Alexandra Village Food Centre,,120 BUKIT MERAH LANE 1 #01-82&83 Alexandra Village Food Centre 150120,150120.0,,,MUIS Halal Certified,,,,EEHN21120013019,0.0,100.0,103.0,"muis,halaltag",e29e1f89-40a1-4021-930f-42558e6dd7d8,1164.0
AJ Delights Snacks,,339 ANCHORVALE ROAD #B1-02 ANCHORVALE VILLAGE 540339,540339.0,,,MUIS Halal Certified,,,,EESB20250000250,0.0,100.0,108.0,"muis,halaltag",b7a79b92-730c-4cc3-9f82-e8c5b1be1794,1164.0
AJ DELIGHTS,,2 TAMPINES CENTRAL 5 #B1-32 CENTURY SQUARE 529509,529509.0,,,MUIS Halal Certified,,,,EESB20250000078,0.0,100.0,108.0,"muis,halaltag",f7a35aac-6bce-48aa-8fc3-5711266db911,1164.0
AJ DELIGHTS,,1 FUSIONOPOLIS WAY #B1-22 CONNEXIS 138632,138632.0,,,MUIS Halal Certified,,,,EERT20230000920,0.0,100.0,106.0,"muis,halaltag",f7a35aac-6bce-48aa-8fc3-5711266db911,1164.0
"ASAM TREE CAFE, BAKERY AND RESTAURANT",,709 ANG MO KIO AVENUE 8 #01-2609 560709,560709.0,,,MUIS Halal Certified,,,,EERT20230000647,0.0,100.0,106.0,"muis,halaltag",fc7d0e16-0124-44ca-bf79-aadcff8d3187,551.0
Anna's,,681 PUNGGOL DRIVE #01-04 OASIS TERRACES 820681,820681.0,,,MUIS Halal Certified,,,,EERT20230000129,0.0,100.0,106.0,"muis,halaltag",62248ee5-adfa-4246-b3fb-3915823c2686,1897.0
Ayam Penyet YB (S9) @ Jurong West Hawker Centre.,,"50 JURONG WEST STREET 61 #02-09, STALL 9 648202",648202.0,,,MUIS Halal Certified,,,,EEHK20240000026,0.0,100.0,103.0,"muis,halaltag",585a6af2-fa77-40bd-88e0-0cefae3e46ca,2249.0
Bizlink Cafe,,10 BUANGKOK VIEW INSTITUTE OF MENTAL HEALTH 539747,539747.0,,,MUIS Halal Certified,,,,FPGX21120001621,0.0,200.0,202.0,"muis,halaltag",d4672ef5-1ac0-4a7a-8dfe-488e6639b82b,368.0
Bedok One Hokkien Prawn Mee (S15) @ Fernvale Hawker Centre,,"21 SENGKANG WEST AVENUE #03-15 FERNVALE COMMUNITY CENTRE, FERNVALE HAWKER CENTRE & MARKET 797650",797650.0,,,MUIS Halal Certified,,,,EEHK20220000979,0.0,100.0,103.0,"muis,halaltag",d0ddc2d6-df59-4025-8584-490f43e06031,2246.0
Bali Thai Restaurant,,1 WOODLANDS SQUARE #05-05 CAUSEWAY POINT 738099,738099.0,,,MUIS Halal Certified,,,,EERN21070012698,0.0,100.0,106.0,"muis,halaltag",9a364ce4-e56d-44ac-b375-786f51bdbbab,1.0
Bali Thai Restaurant,,2 JURONG EAST STREET 21 #01-21 IMM BUILDING 609601,609601.0,,,MUIS Halal Certified,,,,EERN21070012696,0.0,100.0,106.0,"muis,halaltag",9a364ce4-e56d-44ac-b375-786f51bdbbab,1.0
Bali Thai Restaurant,,23 Serangoon Central #02-13 NEX 556083,556083.0,,,MUIS Halal Certified,,,,EERN21070012699,0.0,100.0,106.0,"muis,halaltag",9a364ce4-e56d-44ac-b375-786f51bdbbab,1.0
Bali Thai Restaurant,,391 ORCHARD ROAD #05-29 TAKASHIMAYA SHOPPING CENTRE 238872,238872.0,,,MUIS Halal Certified,,,,EERN21070012695,0.0,100.0,106.0,"muis,halaltag",9a364ce4-e56d-44ac-b375-786f51bdbbab,1.0
Bali Thai Restaurant,,"3 TEMASEK BOULEVARD #B1-121B, B1-121A SUNTEC CITY MALL 038983",38983.0,,,MUIS Halal Certified,,,,EERN21070012697,0.0,100.0,106.0,"muis,halaltag",9a364ce4-e56d-44ac-b375-786f51bdbbab,1.0
BEBEK GORENG PAK NDUT,,304 ORCHARD ROAD #01-42/43/44 LUCKY PLAZA 238863,238863.0,,,MUIS Halal Certified,,,,EERX22020013461,0.0,100.0,106.0,"muis,halaltag",8a1a47e2-cc40-4e34-a369-4dfb13460599,844.0
BEBEK GORENG PAK NDUT,,10 EUNOS ROAD 8 #B1-130 SINGAPORE POST CENTRE 408600,408600.0,,,MUIS Halal Certified,,,,EERT20250000220,0.0,100.0,106.0,"muis,halaltag",8a1a47e2-cc40-4e34-a369-4dfb13460599,844.0
BEBEK GORENG PAK NDUT,,3 GATEWAY DRIVE #B1-11 WESTGATE 608532,608532.0,,,MUIS Halal Certified,,,,EERN22020013460,0.0,100.0,106.0,"muis,halaltag",8a1a47e2-cc40-4e34-a369-4dfb13460599,844.0
Bai Wei Xiang Ayam Penyet & Chicken Rice (S7)@Foodgle Hub NTU 23,,"38 NANYANG CRESCENT #01-51-58 BLK 23, Stall 7 636866",636866.0,,,MUIS Halal Certified,,,,EEHN21050012325,0.0,100.0,103.0,"muis,halaltag",d2fd5544-21f8-4501-af66-a11689bda2cd,2451.0
BREAD FRESH,,257 BANGKIT ROAD #01-57 BUKIT PANJANG NEW TOWN 670257,670257.0,,,MUIS Halal Certified,,,,EEBN21120013052,0.0,100.0,108.0,"muis,halaltag",1d434b62-3fc6-4bca-b729-a6c95ae04a1b,134.0
BREAD FRESH,,445 FAJAR ROAD #01-524 (PART OF) 670445,670445.0,,,MUIS Halal Certified,,,,EEBN21120013051,0.0,100.0,108.0,"muis,halaltag",1d434b62-3fc6-4bca-b729-a6c95ae04a1b,134.0
BREAD FRESH,,103 YISHUN RING ROAD #01-65 760103,760103.0,,,MUIS Halal Certified,,,,EEBX21120013053,0.0,100.0,108.0,"muis,halaltag",1d434b62-3fc6-4bca-b729-a6c95ae04a1b,134.0
BREAD FRESH,,598 Yishun Ring Road #01-61 Wisteria Mall 768698,768698.0,,,MUIS Halal Certified,,,,EEBX21120013054,0.0,100.0,108.0,"muis,halaltag",1d434b62-3fc6-4bca-b729-a6c95ae04a1b,134.0
BAKE INC,,275D COMPASSVALE LINK #01-01 ASPELLA 544275,544275.0,,,MUIS Halal Certified,,,,EEBN21120013027,0.0,100.0,108.0,"muis,halaltag",da0503ca-1962-4761-9a81-674b82f2b814,1418.0
BAKE INC,,84 BEDOK NORTH STREET 4 #01-55 460084,460084.0,,,MUIS Halal Certified,,,,EESB20220000586,0.0,100.0,108.0,"muis,halaltag",d5227c89-53e9-49a8-a4f4-ad83f3d38db0,1418.0
BAKE INC,,2 SIMEI STREET 3 #01-20 CHANGI GENERAL HOSPITAL 529889,529889.0,,,MUIS Halal Certified,,,,EEBN21120013021,0.0,100.0,108.0,"muis,halaltag",da0503ca-1962-4761-9a81-674b82f2b814,1418.0
BAKE INC,,810 CHOA CHU KANG AVENUE 7 #01-10 MULTI STOREY CAR PARK 680810,680810.0,,,MUIS Halal Certified,,,,EEBN21120013026,0.0,100.0,108.0,"muis,halaltag",da0503ca-1962-4761-9a81-674b82f2b814,1418.0
